name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Justin Cameron,M,424126571,2002-03-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Margaret Smith,F,198549749,2000-03-05,Senior,School of Environmental and Biological Sciences,0,0
John Hernandez,M,421235427,2002-07-17,Senior,Mason Gross School of the Arts,0,0
David Rodriguez,M,299191356,2003-01-22,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Tyler Garza,M,813598462,2001-08-29,Senior,Mason Gross School of the Arts,1,0
James Coleman,M,940108109,2002-07-24,Senior,Graduate School of Education,0,0
Lauren Wagner,F,754565432,2000-05-15,Senior,Mason Gross School of the Arts,0,0
Theresa White,F,617908962,2002-08-02,Senior,Graduate School of Education,0,0
Tara Jones,F,761201950,2005-08-26,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Jonathan Peters,M,980594847,2004-10-24,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Dana Fischer,F,916351225,1999-10-09,Senior,School of Communication and Information,0,0
Jessica Stewart,F,641766933,2000-09-24,Freshman,School of Graduate Studies,0,0
Maria Howard,F,121041930,2000-11-26,Senior,School of Communication and Information,0,0
Susan Bowman,F,769365776,2002-02-10,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
James Bradshaw,M,237170089,2003-11-20,Junior,Graduate School of Applied and Professional Psychology,1,0
Matthew Carter,M,205566202,2001-03-24,Sophmore,Graduate School of Education,0,0
Kimberly Hoffman,F,599925720,2000-07-19,Sophmore,School of Graduate Studies,0,0
Earl Williams,M,519520974,1999-11-30,Sophmore,School of Communication and Information,0,0
William Butler,M,131588945,2003-09-15,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Terry Wise,M,139862776,2001-03-21,Junior,Graduate School of Applied and Professional Psychology,0,0
Pamela Miller,F,275707957,2004-07-23,Freshman,Mason Gross School of the Arts,0,0
Wendy Carroll,F,366053688,2004-11-10,Senior,Graduate School of Applied and Professional Psychology,0,0
Marcus Roberts,M,416368509,2001-06-20,Junior,School of Environmental and Biological Sciences,0,0
Ronnie Brown,M,257019190,2003-07-25,Senior,School of Arts and Sciences,1,0
Joshua Woods,M,653073267,2003-04-08,Junior,School of Engineering,0,0
Steven Hughes,M,928410923,2005-01-25,Freshman,Mason Gross School of the Arts,0,0
Susan Stone,F,927879283,2000-02-21,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Austin Peters,M,439313947,2001-08-08,Junior,School of Communication and Information,0,0
Victoria Nelson,F,971281496,2000-01-20,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Thomas Harris,M,704369120,2001-12-10,Freshman,School of Engineering,0,0
Eric Taylor,M,408195195,2003-07-02,Senior,Graduate School of Education,0,0
Mark Savage,M,364655748,2002-12-05,Sophmore,School of Communication and Information,0,0
Anthony Cordova,M,549297540,2001-12-23,Sophmore,Graduate School of Education,0,0
Steven Matthews,M,751381534,2002-09-05,Junior,Edward J. Bloustein School of Planning and Public Policy,1,0
Bernard Ward,M,317845310,2003-05-31,Freshman,School of Graduate Studies,0,0
Dr. Jennifer Rosario,F,297973080,2000-02-25,Freshman,School of Environmental and Biological Sciences,1,0
Barbara Carrillo,F,434871359,2003-06-14,Junior,School of Communication and Information,0,0
Jeffrey Davis,M,571685895,2002-11-26,Freshman,School of Arts and Sciences,0,0
Steven Soto,M,590650396,2005-08-22,Junior,School of Graduate Studies,0,0
Daisy Mckinney,F,175535025,2003-11-24,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Gregory Espinoza,M,249241931,2002-07-18,Junior,School of Arts and Sciences,0,0
Bonnie Lewis,F,171247769,2002-12-28,Freshman,School of Engineering,0,0
Crystal Rhodes,F,719517014,2004-05-29,Senior,Rutgers Business School–Newark and New Brunswick,0,1
Austin Jensen,M,887085727,2002-03-31,Junior,Mason Gross School of the Arts,0,0
Aaron Keith,M,453530132,2001-08-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Chris Cross,M,668597930,2003-06-28,Freshman,School of Environmental and Biological Sciences,0,0
Rebecca Mccarty,F,692994725,2001-10-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Keith Ryan,M,524294161,2004-05-06,Junior,School of Engineering,0,0
Daisy Shelton,F,272284367,2000-11-10,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Amanda Garcia,F,170420064,2001-02-04,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Melissa Freeman,F,419335474,2002-06-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Miller,M,908075635,2002-12-27,Freshman,Mason Gross School of the Arts,0,0
Stephanie Potter,F,531539366,2001-09-14,Senior,School of Communication and Information,0,0
Matthew Mcclain DVM,M,782693900,2001-02-03,Junior,School of Engineering,0,0
David Obrien,M,839074243,2004-12-13,Junior,School of Engineering,0,0
Frederick Gibson,M,104218317,2004-09-10,Senior,Graduate School of Education,0,0
Antonio Garner,M,236630907,2000-12-29,Junior,School of Engineering,0,0
Connie Long,F,809481134,2001-08-27,Sophmore,School of Arts and Sciences,0,0
Jonathan Robinson,M,655531292,2004-05-17,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Willie Baldwin,M,602008822,2000-07-02,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Devin Martin,M,872635631,2000-07-21,Junior,School of Engineering,0,0
Rhonda Garcia,F,310161987,2004-10-28,Senior,School of Engineering,0,0
Samantha Moran,F,811712886,2002-08-15,Sophmore,Graduate School of Applied and Professional Psychology,0,0
April James,F,130107219,2004-01-31,Junior,School of Engineering,0,0
Sarah Patterson,F,239263086,1999-11-27,Senior,Mason Gross School of the Arts,0,0
Tanya Kim,F,276104890,2005-08-13,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Angela Mullen,F,566580587,1999-09-27,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Terry Rogers,M,288112935,2004-10-30,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Catherine Barnett DVM,F,719445993,2000-07-23,Freshman,School of Communication and Information,0,0
Jessica Strickland,F,415577509,2002-07-20,Senior,Graduate School of Education,0,0
Kristine Dalton,F,108052701,2003-11-15,Junior,Graduate School of Applied and Professional Psychology,0,0
Carmen Ayers,F,167255907,2000-03-01,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Jamie Martin,F,503680557,2004-06-21,Junior,School of Arts and Sciences,0,0
Andrew Walton,M,506316139,2000-07-26,Sophmore,Graduate School of Education,0,0
Paul Jenkins,M,321613536,2005-05-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
John Lee,M,362245421,2005-03-01,Junior,School of Environmental and Biological Sciences,0,0
Phyllis Davis,F,525368580,2001-07-20,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Jonathan Carroll,M,126910438,2003-08-21,Senior,School of Engineering,0,0
Abigail Hughes,F,387756913,2002-04-14,Junior,School of Graduate Studies,0,0
Anthony Ibarra III,M,509301445,2004-09-03,Sophmore,Mason Gross School of the Arts,1,0
Trevor Baker,M,544794512,2003-07-19,Junior,Graduate School of Education,0,0
Nicholas Bray,M,202054037,2003-01-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Alan Nunez,M,147918088,1999-09-30,Junior,Graduate School of Applied and Professional Psychology,0,0
Ronald Vaughn,M,897782532,1999-10-10,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Glenn Schroeder,M,557612841,2002-12-06,Sophmore,School of Engineering,0,0
Pamela Jackson,F,765940886,2000-11-09,Sophmore,School of Graduate Studies,0,0
Richard Campbell,M,620560986,2005-03-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Terry Conley,M,902430028,2000-01-14,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Lawrence Finley,M,815849443,2001-01-07,Sophmore,Mason Gross School of the Arts,0,0
Rachel Pruitt,F,729851800,2000-02-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Marie Welch,F,260092722,2002-12-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Mr. Jeffery Pruitt,M,196594105,1999-11-18,Freshman,School of Communication and Information,0,0
Melissa Gutierrez,F,696245331,2000-02-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Lisa Pratt,F,690083986,2001-09-30,Sophmore,Mason Gross School of the Arts,0,0
Brittany Carr,F,845153764,2001-04-19,Senior,School of Environmental and Biological Sciences,0,0
Tammy Davis,F,591202247,2001-07-07,Sophmore,Graduate School of Education,0,0
Heather Morales,F,912406527,2002-04-21,Sophmore,School of Arts and Sciences,0,0
Emily Estrada,F,679845326,2004-07-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Paul Wall,M,526331554,2002-12-19,Freshman,Graduate School of Applied and Professional Psychology,0,0
Phillip Stewart,M,662034729,2005-07-29,Senior,School of Arts and Sciences,0,0
Donna Roberts,F,831097016,2003-12-14,Sophmore,Graduate School of Education,0,0
Rachel Fields,F,248915953,2001-07-02,Sophmore,Mason Gross School of the Arts,0,0
Connie Vasquez,F,548117241,2002-07-29,Freshman,School of Environmental and Biological Sciences,0,0
Glenn Hall,M,806148909,2005-01-03,Freshman,School of Engineering,0,0
Michael Jones,M,920867366,2000-12-12,Senior,Graduate School of Applied and Professional Psychology,0,0
Raven Wells,F,508662439,2005-05-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Sandra Adams,F,721741635,2000-12-19,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Katherine Hall,F,382197753,2004-08-18,Sophmore,School of Engineering,0,0
Elizabeth Dominguez,F,989718019,2001-04-04,Freshman,Graduate School of Applied and Professional Psychology,0,0
Kevin Nicholson,M,613843186,2001-05-24,Sophmore,Mason Gross School of the Arts,0,0
Lonnie Torres,M,359397644,2005-03-25,Sophmore,Mason Gross School of the Arts,0,0
Brian Harris,M,875038229,2000-04-19,Freshman,Graduate School of Education,0,0
William Sanchez,M,170010508,2002-11-24,Junior,School of Arts and Sciences,1,0
Roger Gomez,M,341229506,2005-04-07,Sophmore,Graduate School of Education,0,0
Alexis Schwartz,F,107759575,2001-08-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0
Brittany Jenkins,F,201040798,2002-11-08,Freshman,Mason Gross School of the Arts,0,0
Jason Flores,M,756112672,2002-04-01,Freshman,School of Engineering,0,0
Jesse Shaw,M,610460273,2000-02-26,Junior,Graduate School of Applied and Professional Psychology,0,0
Paul Hughes,M,972095395,2005-07-05,Sophmore,Graduate School of Education,0,1
Timothy Vaughn,M,808299194,2002-10-29,Sophmore,School of Arts and Sciences,0,0
Laura West,F,459158189,2003-11-16,Junior,Mason Gross School of the Arts,0,0
Evelyn Lewis,F,933829068,2004-11-29,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Anthony Smith,M,156231546,2003-08-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Curtis Garner,M,351327034,2004-08-31,Senior,School of Communication and Information,0,0
Ashley Aguilar,F,551778219,2002-10-15,Freshman,Mason Gross School of the Arts,0,0
Christina Wilson,F,737060243,2000-01-02,Sophmore,School of Environmental and Biological Sciences,0,0
Jamie Torres,F,442002666,2002-04-10,Junior,School of Communication and Information,0,0
Christopher Smith,M,130492037,2001-12-04,Sophmore,Graduate School of Education,0,0
Christie Peck,F,512826279,2002-04-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Jessica Key,F,688200090,2000-07-25,Junior,School of Graduate Studies,0,0
Alyssa Key,F,319354101,2002-02-08,Senior,Mason Gross School of the Arts,0,0
Jeffrey Brown,M,552727028,2003-03-09,Sophmore,School of Graduate Studies,0,0
Jennifer Oconnell,F,555820605,2005-08-29,Junior,School of Environmental and Biological Sciences,0,0
Richard Moyer,M,824655108,2005-01-10,Freshman,Graduate School of Education,0,0
Lydia Murphy,F,376994885,2002-08-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Larry Williams,M,440452530,2005-06-14,Sophmore,Graduate School of Education,0,0
Brittany Warren,F,209740089,2003-12-29,Sophmore,Graduate School of Education,0,0
Jonathan Hawkins,M,447721337,2001-10-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Anthony Rivera,M,642276493,2003-02-10,Senior,Graduate School of Education,0,0
Jeffrey Burns,M,570165538,2000-05-30,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Sheri King,F,975847334,2005-06-16,Freshman,School of Communication and Information,0,0
Paul Hernandez,M,559112263,2005-04-12,Freshman,School of Communication and Information,0,0
Christopher Johnson,M,595758335,2000-10-15,Senior,Graduate School of Education,0,0
Norma Campbell,F,689742225,2003-09-09,Freshman,Graduate School of Education,0,0
Paul Aguilar,M,282507627,2003-05-22,Junior,School of Engineering,0,0
Tony Mayo,M,510180858,2005-02-04,Freshman,School of Engineering,0,0
Erin Carey,F,234927405,2005-04-02,Junior,School of Graduate Studies,0,0
Tim Brown,M,617396522,2004-09-09,Freshman,School of Graduate Studies,0,0
Patricia White,F,878537895,2000-09-23,Sophmore,School of Arts and Sciences,0,0
Jeremy Williams,M,229332066,2003-09-07,Senior,School of Engineering,0,0
Tracy Sims,M,589955375,2001-08-17,Junior,School of Graduate Studies,1,0
Christopher Gonzalez,M,440097175,2002-10-16,Senior,School of Arts and Sciences,0,0
Steven Wise,M,288859014,2003-06-20,Freshman,Graduate School of Education,0,0
Nicole Buckley,F,904432971,2003-08-30,Sophmore,School of Environmental and Biological Sciences,0,0
Susan Daniels,F,932754619,2004-04-28,Sophmore,School of Graduate Studies,0,0
Regina Brown,F,824450774,2001-07-20,Sophmore,School of Communication and Information,0,0
Jessica Chapman,F,479942333,2003-05-03,Junior,School of Communication and Information,0,0
Crystal Wood,F,569993861,2005-04-28,Sophmore,School of Environmental and Biological Sciences,0,0
Brittany Guzman,F,385313940,1999-11-09,Junior,School of Graduate Studies,0,0
Patricia Matthews,F,639112019,2002-08-26,Sophmore,Mason Gross School of the Arts,0,0
Latoya Decker,F,290024924,1999-12-06,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Cathy Cruz,F,923685819,2003-02-02,Junior,Graduate School of Applied and Professional Psychology,0,0
Benjamin Camacho,M,403521047,2002-11-24,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Steven Cox,M,634007164,2000-03-29,Junior,School of Graduate Studies,0,0
Brenda Franklin,F,797644792,2005-04-08,Sophmore,School of Graduate Studies,1,0
Brittany Vang,F,412958921,2003-03-08,Sophmore,School of Graduate Studies,0,0
Brittany Lawrence,F,199932565,2005-03-10,Freshman,School of Environmental and Biological Sciences,0,0
Hannah Aguirre,F,444987965,2004-02-20,Sophmore,Graduate School of Education,0,0
Stephanie Banks,F,365332849,2004-12-11,Freshman,School of Arts and Sciences,0,0
Kiara Davis,F,972427267,2002-07-21,Junior,School of Environmental and Biological Sciences,0,0
Stephen Roberson,M,982188068,2000-02-10,Sophmore,School of Engineering,0,0
Robin Compton,F,367944076,2002-10-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Adam Cross,M,287426842,2001-01-30,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Shelly Cisneros PhD,F,429359498,2002-11-10,Senior,School of Engineering,0,0
Andrew Mcdaniel,M,298630450,2003-11-19,Junior,Graduate School of Applied and Professional Psychology,0,0
Carolyn Roth,F,343465916,2005-02-17,Freshman,Graduate School of Applied and Professional Psychology,0,0
Francis Carlson,M,954178296,2003-10-05,Senior,Mason Gross School of the Arts,0,0
David Miller,M,859442698,2000-03-10,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Shannon Molina,F,830668362,2005-07-29,Freshman,School of Communication and Information,0,0
Carmen Mitchell,F,898900657,2004-08-15,Senior,School of Graduate Studies,0,0
William Lam,M,880838523,2003-03-19,Freshman,School of Environmental and Biological Sciences,0,0
Mr. William Collins,M,321383445,2002-09-21,Senior,Mason Gross School of the Arts,0,0
Michael Sloan,M,951237321,2001-04-07,Sophmore,School of Communication and Information,0,0
Bianca Meyer,F,925902928,2002-09-11,Senior,Graduate School of Applied and Professional Psychology,0,0
Leah Fletcher,F,679390046,1999-12-15,Sophmore,Graduate School of Education,0,0
Brian Thompson,M,644175918,2002-04-10,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Sarah Collins,F,352617276,2004-05-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Marie Dorsey,F,984368851,2005-02-15,Junior,School of Environmental and Biological Sciences,0,0
