name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preference
Kristina Tate,F,765337562,2001-12-24,Sophomore,School of Communication and Information,0,0,['NCA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[209711561, 189993973, 753160704]"
Victoria Hardin,F,868875700,1999-11-17,Junior,School of Arts and Sciences,0,1,['WS' 'JS' 'RA'],Suite,1,0,1,4000-6000,5000,[]
Stephanie Cervantes,F,314904926,2003-01-09,Sophomore,School of Arts and Sciences,0,1,['MZH' 'NCA' 'RA'],Suite,1,1,1,8000-11000,10000,[]
Jay Wilson,M,494192717,2002-11-16,Freshman,School of Arts and Sciences,1,0,['NCA' 'SA' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[653588519, 901916677, 442168646]"
Jordan Garcia,F,521356413,2001-08-02,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[348847942, 305752971, 162627677]"
Ariel Montgomery,F,287870921,2003-07-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,6000,"[423757458, 317531780, 229234699]"
Brian Cox,M,184625317,2002-05-18,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'MH' 'BH'],Apartment,1,0,1,4000-6000,6000,[]
Angela Mooney,F,494024459,2003-03-31,Freshman,School of Engineering,0,0,['SA' 'BH' 'MS'],Apartment,1,1,1,4000-6000,6000,"[462787000, 857546389, 790417597]"
Brenda Howard,F,274436105,2002-08-27,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'AH' 'TS'],Apartment,1,1,1,8000-11000,11000,"[409353470, 895729022, 797009924]"
Johnny Young,M,965636397,2004-09-04,Junior,School of Arts and Sciences,0,0,['MZH' 'MRS' 'SA'],Suite,1,1,1,4000-6000,6000,"[463760114, 253309478, 767319838]"
Matthew Lopez DVM,M,511820440,2000-01-11,Senior,School of Arts and Sciences,0,0,['BH' 'RA' 'WS'],Apartment,1,1,1,4000-6000,6000,"[816606550, 488594532, 994834660]"
Karen Harris,F,959828077,2001-09-18,Junior,School of Arts and Sciences,0,0,['BS' 'MRS' 'TS'],Suite,1,1,1,4000-6000,6000,"[918875807, 572224081, 153094125]"
Timothy Wright,M,742219358,2003-10-14,Sophomore,School of Environmental and Biological Sciences,0,1,['MS' 'BS' 'CS'],Suite,1,1,1,8000-11000,10000,"[761448933, 896428772, 644234531]"
Carol Nicholson,F,379782953,2000-01-30,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[455948359, 994707804, 788140122]"
Kyle Martin,M,154705126,2004-11-18,Sophomore,School of Engineering,0,1,['RA' 'NCA' 'MH'],Suite,1,0,1,4000-6000,5000,[]
Ashley Ross,F,801976969,2004-10-08,Freshman,School of Arts and Sciences,0,0,['AH' 'BH' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Shane Martinez,M,306578362,2003-01-05,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BH' 'MH'],Apartment,1,1,1,4000-6000,6000,"[454620447, 398221585, 100792218]"
Tyler Oconnor,M,857674693,2005-06-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'AH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Mark Moss,M,437065136,2002-01-26,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,10000,[]
Amanda Ramirez,F,640880009,2000-09-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,11000,"[521338976, 908022974, 928226229]"
Robin Johnson,F,746782835,2000-07-28,Freshman,Mason Gross School of the Arts,0,0,['MRS' 'BS' 'SA'],Suite,1,1,1,8000-11000,11000,"[954434493, 552030420, 580857656]"
Carla Ramirez,F,905261183,2005-03-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['TS' 'MH' 'JS'],Suite,1,1,1,4000-6000,5000,"[228071725, 792355756, 347808558]"
Jordan Lowery,M,732781885,2004-02-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'RA' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[909985327, 114228722, 479384708]"
John Wells,M,120358330,2003-06-16,Freshman,Mason Gross School of the Arts,0,0,['AH' 'BS' 'CS'],Suite,1,1,1,4000-6000,6000,[]
William Garcia,M,678692290,2000-07-06,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'RA'],Suite,1,1,0,6000-8000,8000,"[168775830, 629123636, 721856265]"
Monica Garrison,F,346468418,2002-01-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'NCA'],Suite,1,1,1,6000-8000,7000,"[924200226, 357220035, 239098559]"
Kimberly Cherry,F,771927126,2004-02-10,Senior,School of Communication and Information,0,0,['MRS' 'CS' 'MS'],Apartment,1,1,1,6000-8000,8000,"[618478267, 645620439, 463418411]"
Mark Dennis,M,737782077,2002-12-21,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Suite,1,1,1,6000-8000,8000,"[580379242, 738025558, 802222149]"
Brandon Johnson,M,471380695,2002-03-21,Sophomore,School of Engineering,0,0,['SA' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000,"[875841581, 218669543, 789717684]"
Rachel Sanchez,F,320186905,2000-10-31,Freshman,School of Management and Labor Relations,0,0,['MS' 'MRS' 'WS'],Apartment,1,1,1,6000-8000,8000,[]
Cynthia Rodriguez,F,301223443,2000-03-05,Sophomore,School of Engineering,0,1,['MH' 'AH' 'BS'],Apartment,1,1,1,4000-6000,5000,[]
Jessica Dorsey MD,F,432574457,2005-06-24,Freshman,Mason Gross School of the Arts,1,0,['SA' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000,"[179660269, 230756692, 948030895]"
Michelle Smith,F,742271021,2004-10-05,Freshman,School of Social Work,1,0,['NCA' 'BS' 'AH'],Suite,1,1,1,8000-11000,11000,[]
Devin Douglas,M,986370810,2003-06-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'TS' 'NCA'],Apartment,1,1,1,8000-11000,10000,"[450831624, 110943483, 820561776]"
Jane Patel,F,447883583,2002-11-02,Freshman,School of Arts and Sciences,0,0,['MRS' 'RA' 'TS'],Suite,1,1,1,4000-6000,6000,"[104370144, 810442396, 590657912]"
Christina Sanchez,F,860816423,2001-03-15,Sophomore,School of Arts and Sciences,1,0,['CS' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[362064009, 290349933, 439694439]"
Jeffrey Carter,M,612161083,2000-10-01,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,1,6000-8000,8000,"[198356412, 430758562, 713301659]"
Jacob Gray,M,460888505,2000-01-24,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'CS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[225960504, 519754223, 554995901]"
Ashley Coleman,F,647167332,2004-05-06,Senior,School of Arts and Sciences,0,1,['BS' 'WS' 'MS'],Suite,1,1,1,4000-6000,5000,"[246716056, 934901564, 994926510]"
Xavier Lewis,M,114690039,2005-04-04,Freshman,School of Management and Labor Relations,0,1,['JS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,7000,"[782010587, 783698991, 302933532]"
Nancy Walsh,F,728835054,2002-04-25,Freshman,Mason Gross School of the Arts,0,0,['MRS' 'NCA' 'BS'],Suite,1,1,0,8000-11000,11000,"[454250644, 679453031, 981059568]"
Jesus Ramirez,M,691318377,2003-12-28,Junior,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MRS'],Traditional Residence Hall,1,1,0,6000-8000,8000,[]
Cesar Owens,M,751569352,2002-02-21,Freshman,School of Arts and Sciences,0,0,['MH' 'JS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[962598742, 137824105, 698591965]"
Matthew Cox,M,643441189,2002-12-25,Sophomore,School of Arts and Sciences,0,0,['JS' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000,[]
Susan Turner,F,153094125,2000-07-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'AH' 'BS'],Suite,1,1,1,4000-6000,5000,[]
Melissa Wright,F,170399792,2000-05-06,Freshman,School of Engineering,0,0,['TS' 'MS' 'MRS'],Apartment,1,1,1,8000-11000,11000,[]
Deanna Davis,F,676331873,2001-02-25,Senior,Mason Gross School of the Arts,0,1,['RA' 'AH' 'SA'],Suite,1,1,1,6000-8000,7000,"[371742658, 318429116, 882911504]"
Jamie Thompson,F,229708755,2001-06-05,Junior,School of Social Work,0,1,['SA' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,5000,"[511898452, 936319474, 792248117]"
Nicole Townsend,F,669602710,2003-11-02,Freshman,School of Engineering,0,0,['NCA' 'MZH' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Melissa Williams,F,993259701,2000-01-08,Freshman,School of Management and Labor Relations,0,0,['SA' 'MS' 'BS'],Suite,1,1,1,4000-6000,6000,"[621543479, 482504041, 153212482]"
Adam Carter,M,724036490,2000-11-08,Sophomore,School of Arts and Sciences,0,0,['NCA' 'TS' 'WS'],Suite,1,1,1,4000-6000,6000,"[533412294, 220819063, 254182856]"
Chad Evans,M,238474410,2001-06-10,Senior,School of Arts and Sciences,0,0,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,0,1,6000-8000,8000,"[384351425, 442168646, 677458343]"
Kristen Cook,F,405382462,2004-09-25,Freshman,School of Arts and Sciences,0,0,['MRS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Thomas Tyler,M,846062226,2000-09-13,Senior,Mason Gross School of the Arts,0,0,['SA' 'AH' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[564986389, 690359659, 664203076]"
Jimmy Russo,M,680275523,2001-07-12,Junior,School of Social Work,0,0,['CS' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[357262884, 499860936, 331179234]"
Gabriel Flores,M,586041083,2004-06-14,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[353046342, 421047599, 368526638]"
Karl Watkins,M,583870405,2004-06-02,Freshman,School of Arts and Sciences,0,0,['RA' 'CS' 'MRS'],Suite,1,1,1,6000-8000,8000,"[139940928, 672708346, 581108329]"
Michael Fisher,M,476037540,2000-04-18,Junior,School of Arts and Sciences,0,1,['AH' 'MS' 'BS'],Apartment,1,1,1,4000-6000,5000,"[775522740, 139801169, 279287433]"
Jeremy Phillips,M,971145750,2001-07-05,Freshman,School of Communication and Information,0,1,['BH' 'NCA' 'AH'],Suite,1,1,1,4000-6000,5000,"[552127881, 944976775, 883369326]"
Megan Barron,F,775588518,2004-10-23,Freshman,Mason Gross School of the Arts,0,1,['BS' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,7000,"[199006517, 450521688, 395517548]"
Joshua Hernandez,M,914506435,2000-03-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[537921930, 533412294, 605317214]"
Michael Contreras,M,719740066,2002-11-28,Freshman,School of Arts and Sciences,0,0,['MH' 'WS' 'MRS'],Suite,1,1,1,6000-8000,8000,[]
Erik Nelson,M,371428703,2005-05-29,Sophomore,School of Communication and Information,0,0,['NCA' 'RA' 'MZH'],Apartment,1,1,1,6000-8000,8000,"[515353834, 214682307, 154886787]"
Haley Reyes,F,742262962,2000-09-15,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'SA'],Suite,1,0,1,4000-6000,6000,"[242811492, 852818170, 383374806]"
David White,M,607070656,2000-05-02,Freshman,Mason Gross School of the Arts,1,1,['MH' 'NCA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Erica George,F,415395478,2002-11-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[786195700, 434477855, 685961058]"
Angel Wilson,F,242719028,2000-05-26,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'BS' 'JS'],Suite,1,1,1,8000-11000,10000,"[302842034, 460016874, 853330156]"
Jeffrey Thompson,M,303624587,2004-02-29,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'BH'],Apartment,1,1,1,6000-8000,8000,"[513560347, 904864316, 317725198]"
Marie Smith,F,788877594,2004-08-07,Senior,School of Communication and Information,0,1,['BS' 'RA' 'MH'],Suite,1,1,1,6000-8000,7000,"[345454137, 934613884, 330740257]"
Gabriel Johnson,M,493145812,2002-06-08,Freshman,Mason Gross School of the Arts,0,0,['AH' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,11000,[]
Mackenzie Miller,F,270744867,2004-09-24,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'WS'],Suite,1,1,1,4000-6000,6000,"[605380871, 864051463, 189589375]"
Matthew Johnson,M,624845096,2002-05-16,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'RA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[755886771, 492917153, 635578564]"
Kristin Evans,F,362524317,2002-12-11,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,10000,[]
Kelly James,F,880918547,2003-01-20,Sophomore,School of Arts and Sciences,0,1,['SA' 'MH' 'TS'],Suite,1,1,1,6000-8000,7000,"[764475215, 284834815, 199006517]"
Jacqueline Ortiz,F,999269853,2003-02-12,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'CS'],Suite,1,1,1,4000-6000,6000,"[576171910, 487951815, 128614149]"
Paul Hess,M,311736695,2000-11-08,Junior,School of Environmental and Biological Sciences,0,1,['CS' 'BS' 'JS'],Suite,1,1,1,4000-6000,5000,"[269362932, 119175230, 287662663]"
Andrea Roberts,F,430851962,2003-08-07,Sophomore,School of Communication and Information,0,0,['NCA' 'SA' 'RA'],Apartment,1,0,1,8000-11000,11000,"[479197149, 830993370, 215363479]"
Samuel Delacruz,M,759400037,1999-11-10,Freshman,School of Engineering,0,1,['NCA' 'BH' 'SA'],Suite,1,1,1,8000-11000,10000,"[819330767, 582033364, 676484506]"
Fernando Anderson,M,384351425,2004-10-28,Sophomore,Mason Gross School of the Arts,0,1,['TS' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[958587440, 549650029, 267186637]"
Alejandro Gill,M,972596955,2001-08-09,Freshman,School of Arts and Sciences,0,1,['SA' 'MH' 'JS'],Traditional Residence Hall,1,1,0,8000-11000,10000,[]
Susan Williams,F,814280070,2003-11-22,Freshman,School of Engineering,0,1,['NCA' 'BH' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Sierra Miller,F,490861291,2001-12-28,Freshman,School of Social Work,0,1,['SA' 'CS' 'MH'],Apartment,1,0,1,6000-8000,7000,"[775031521, 920950531, 734324213]"
Alejandro White,M,873577662,2001-04-19,Freshman,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000,"[729331589, 262824433, 326709219]"
Heather Garcia,F,616867171,2005-05-01,Sophomore,School of Arts and Sciences,0,1,['BH' 'JS' 'WS'],Suite,1,1,1,4000-6000,5000,"[422287732, 372461971, 150998103]"
Keith Mcdonald,M,248978328,2003-07-28,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'MS'],Apartment,1,1,1,8000-11000,11000,"[305752971, 741087811, 364290923]"
Kari Griffin,F,268844243,2004-07-26,Sophomore,School of Arts and Sciences,0,1,['BH' 'TS' 'SA'],Suite,1,0,1,6000-8000,7000,"[289220946, 954860662, 275191609]"
Monica Ortega,F,219196177,2000-10-27,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'AH'],Suite,1,1,1,6000-8000,8000,[]
Mr. Matthew Barker Jr.,M,882195154,2005-05-23,Sophomore,School of Social Work,0,1,['BH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,10000,[]
Victoria Small,F,985436442,2000-06-03,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'AH' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Robert Foster,M,914757297,2002-05-29,Freshman,School of Communication and Information,0,0,['MZH' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,"[327005676, 418510210, 671679252]"
William Wilson,M,794041539,2005-04-12,Junior,School of Arts and Sciences,0,0,['CS' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000,"[537044656, 575683582, 416451625]"
Ryan Mclaughlin,M,397429111,2002-08-16,Senior,School of Arts and Sciences,0,0,['RA' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,"[132789313, 740345008, 737164616]"
Ashley Singleton,F,124771860,2005-08-17,Freshman,School of Arts and Sciences,0,1,['TS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Wesley Medina,M,132838936,2004-06-04,Freshman,School of Communication and Information,0,0,['BH' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[875854005, 132869928, 363600574]"
Brooke Miller,F,978846415,1999-10-18,Freshman,School of Engineering,0,0,['MH' 'BH' 'BS'],Apartment,1,1,1,8000-11000,11000,"[181298797, 307869458, 750455871]"
Renee Davis,F,502558084,2001-09-20,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'RA'],Apartment,1,1,1,4000-6000,6000,"[403479780, 143295609, 605140838]"
James Tran,M,546897735,2004-03-13,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'SA' 'WS'],Suite,1,1,1,8000-11000,11000,"[550830525, 318156394, 317487491]"
Catherine Whitaker,F,521338976,2004-01-24,Junior,School of Engineering,0,1,['TS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,10000,"[738739968, 554995901, 296044036]"
Regina Fuentes,F,298559474,2005-09-09,Freshman,School of Arts and Sciences,0,0,['MRS' 'MS' 'NCA'],Suite,1,1,1,6000-8000,8000,"[145360639, 398221585, 930175886]"
Don Simmons,M,183384127,2004-12-07,Sophomore,School of Arts and Sciences,0,0,['SA' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000,"[459828554, 366505612, 315749850]"
Crystal Allen,F,634054430,2001-08-21,Sophomore,School of Management and Labor Relations,0,1,['BS' 'RA' 'MRS'],Apartment,1,1,1,4000-6000,5000,"[772739611, 710294051, 820561776]"
John White,M,626158045,2000-07-21,Sophomore,School of Arts and Sciences,0,0,['RA' 'WS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[791346710, 248439886, 700998639]"
Jennifer Crawford,F,117952951,2004-06-11,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'MRS'],Suite,1,1,1,6000-8000,8000,"[607070656, 996234065, 444890843]"
Hannah Thomas,F,934972406,2001-01-27,Junior,School of Arts and Sciences,0,1,['CS' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,7000,"[282354950, 764072919, 453705494]"
Janet Sullivan,F,755886771,2005-03-12,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Apartment,1,0,1,8000-11000,11000,[]
Angela Peterson,F,727259573,2000-10-18,Freshman,Mason Gross School of the Arts,0,0,['WS' 'BS' 'BH'],Apartment,1,1,1,8000-11000,11000,[]
Gregory Johnson,M,543056079,2004-08-24,Freshman,School of Arts and Sciences,0,0,['BS' 'BH' 'MH'],Apartment,1,0,1,4000-6000,6000,"[348286228, 630583801, 331179234]"
Dawn Erickson,F,816336412,2004-01-16,Sophomore,School of Engineering,0,1,['BS' 'NCA' 'BH'],Apartment,1,1,1,4000-6000,5000,[]
Jennifer Kelly,F,800108224,2005-06-16,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Apartment,1,1,1,8000-11000,11000,"[596346470, 142023774, 627321414]"
Christine Benson,F,987251026,2000-06-20,Sophomore,School of Environmental and Biological Sciences,0,1,['NCA' 'TS' 'RA'],Apartment,1,1,1,8000-11000,10000,"[270601905, 488348835, 595349808]"
Victoria Cohen,F,448687677,2003-03-27,Senior,School of Communication and Information,1,0,['BS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[549981095, 478747929, 327321644]"
Nicholas Wilson,M,749148560,2000-03-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'BS' 'TS'],Suite,1,0,1,6000-8000,8000,"[389511413, 253981309, 147690261]"
Troy Chapman,M,798647267,2000-12-06,Freshman,Mason Gross School of the Arts,0,0,['BS' 'CS' 'NCA'],Suite,1,1,1,6000-8000,8000,"[557645954, 563954066, 453286378]"
Cindy Fry,F,619513046,2001-01-31,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'NCA' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Steven Jackson,M,495969061,2003-12-30,Sophomore,School of Communication and Information,0,1,['SA' 'AH' 'CS'],Suite,1,1,1,8000-11000,10000,"[753087914, 203037474, 158213947]"
Kelly Reyes,F,682176627,2001-05-28,Freshman,School of Arts and Sciences,0,0,['MZH' 'WS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[878251010, 320213008, 153094125]"
Cassidy Turner,F,505486514,2005-07-25,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
George Simpson,M,657937612,2002-10-15,Junior,School of Arts and Sciences,0,0,['CS' 'RA' 'SA'],Suite,1,1,0,8000-11000,11000,[]
Kristin Serrano,F,906051625,2002-12-24,Junior,School of Arts and Sciences,0,1,['NCA' 'TS' 'WS'],Apartment,1,1,1,4000-6000,5000,"[496679684, 277171390, 839646271]"
Tina Ryan,F,781301646,2000-11-24,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'MH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Jenna Callahan,F,601715987,2001-10-12,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'MH'],Traditional Residence Hall,1,0,1,8000-11000,11000,[]
Dwayne Jones,M,427120191,2003-05-04,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,11000,"[620671924, 683722627, 325750669]"
Mr. Matthew Quinn,M,645620439,2002-04-20,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'TS'],Apartment,1,1,1,6000-8000,8000,"[228903264, 894980073, 289744516]"
Tiffany Cole,F,752411924,2000-02-06,Sophomore,Mason Gross School of the Arts,0,0,['BH' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,"[344386293, 289912786, 161896510]"
Janice Flores,F,418526983,2004-09-10,Sophomore,School of Communication and Information,0,1,['SA' 'MZH' 'MRS'],Suite,1,1,1,8000-11000,10000,"[237856111, 322620570, 166826994]"
Jason Gould,M,987201759,2004-10-31,Junior,School of Arts and Sciences,0,0,['BS' 'WS' 'RA'],Apartment,1,1,1,8000-11000,11000,"[939771504, 876945742, 964043281]"
Julie Perez,F,118750932,2002-06-02,Freshman,Mason Gross School of the Arts,0,0,['TS' 'RA' 'WS'],Apartment,1,1,1,8000-11000,11000,"[630130821, 415822814, 335733612]"
Cindy Riley,F,254182856,2000-04-13,Freshman,School of Engineering,0,0,['BS' 'TS' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Scott Curry,M,890917536,2000-10-02,Junior,School of Environmental and Biological Sciences,0,1,['AH' 'MS' 'JS'],Apartment,1,1,1,8000-11000,10000,"[257789568, 518623863, 707101910]"
Brian Francis,M,103369098,2002-02-16,Senior,Edward J. Bloustein School of Planning and Public Policy,1,0,['MH' 'JS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Shawn Kim,M,320327983,2001-05-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,11000,[]
