name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Monica Phelps,F,864558837,2000-11-16,Sophomore,School of Communication and Information,0,0,['CS' 'MRS' 'BS'],Suite,1,1,1,6000-8000,8000,"[811265771, 743158685]"
Maria Acosta,F,446944885,2004-05-11,Senior,School of Social Work,0,1,['NCA' 'MS' 'RA'],Suite,1,1,0,4000-6000,5000,[716910239]
Joshua Miller,M,363008697,2003-10-11,Freshman,School of Communication and Information,1,0,['NCA' 'RA' 'AH'],Suite,1,1,1,4000-6000,6000,"[163652357, 506571137]"
Anna Adams,F,478671264,2001-10-08,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,0,4000-6000,6000,"[234693055, 543789456]"
Mrs. Nancy Davis,F,452582075,2002-08-21,Freshman,School of Engineering,0,0,['TS' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000,[444842290]
Edward Dillon,M,466810189,2002-04-18,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[669755016, 506224442]"
Jennifer Pope,F,102425148,2005-01-19,Junior,School of Arts and Sciences,0,0,['BS' 'WS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[453465460, 528635100]"
Nicole Mckenzie,F,746894756,2002-09-09,Sophomore,School of Management and Labor Relations,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,8000-11000,11000,[869392333]
Amanda Campbell,F,293856590,2002-07-07,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[720959149, 339561067]"
Curtis Clay,M,224423105,2000-02-08,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000,"[311670632, 590654803]"
Melanie Moore,F,704939390,2002-01-13,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,6000,"[764466584, 344346844]"
Victor Pope,M,978793838,2005-02-19,Sophomore,School of Arts and Sciences,0,0,['MH' 'RA' 'AH'],Suite,1,1,1,4000-6000,6000,"[453283265, 379445613]"
Meredith Roberts,F,973531696,2002-10-02,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'BH'],Apartment,1,1,1,8000-11000,11000,"[923733241, 410993460]"
Benjamin Valdez,M,374023937,2002-04-26,Senior,School of Arts and Sciences,0,1,['WS' 'MS' 'AH'],Apartment,1,1,1,4000-6000,5000,"[411714016, 139548341]"
Danielle Ellis,F,699846772,2002-12-24,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'MH' 'BS'],Suite,1,1,1,8000-11000,11000,"[101990032, 699564605]"
Bradley Peck,M,158185009,2002-01-07,Freshman,Mason Gross School of the Arts,1,1,['BS' 'RA' 'WS'],Apartment,1,0,1,4000-6000,5000,"[536413979, 843673543]"
Erin Adkins,F,759877163,2004-04-26,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'BH' 'AH'],Apartment,1,1,1,8000-11000,10000,"[797994944, 434433426]"
Omar Baker,M,542509172,2005-07-28,Junior,School of Arts and Sciences,0,1,['RA' 'TS' 'JS'],Apartment,1,1,1,4000-6000,5000,[131125423]
Mark Harrison,M,238531481,2005-02-24,Sophomore,School of Arts and Sciences,0,1,['WS' 'TS' 'NCA'],Apartment,1,1,1,8000-11000,10000,[204441767]
Justin Summers,M,668244844,2000-11-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'RA' 'MZH'],Suite,1,1,1,8000-11000,10000,"[940836822, 468248843]"
Mike Hill,M,886566495,2005-03-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'MS'],Apartment,1,1,1,6000-8000,8000,[699165579]
Shannon Stein,F,801515357,2000-08-26,Freshman,School of Management and Labor Relations,0,0,['MS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[993262872, 577578652]"
Rebecca Castillo,F,629174032,2001-09-02,Freshman,School of Arts and Sciences,0,0,['BH' 'NCA' 'SA'],Suite,1,1,1,8000-11000,11000,"[728552500, 144478972]"
Randy Hall,M,567807188,2001-09-03,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'WS'],Apartment,1,1,1,8000-11000,11000,"[644289115, 498738505]"
Lori Schmidt,F,606237722,2001-06-01,Sophomore,Mason Gross School of the Arts,0,0,['WS' 'BH' 'SA'],Suite,1,1,1,4000-6000,6000,[173705840]
Christopher Wilson,M,804151341,2005-02-23,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[239066842]
Larry Townsend,M,898071599,2001-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'NCA'],Traditional Residence Hall,1,1,0,8000-11000,11000,[282568199]
David Ortega,M,850460336,2000-01-15,Freshman,Mason Gross School of the Arts,0,1,['BS' 'BH' 'AH'],Apartment,1,1,1,4000-6000,5000,"[896917694, 665621443]"
Cynthia Garrett,F,696942589,2002-06-01,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'RA'],Suite,1,1,1,6000-8000,8000,"[771073715, 469705961]"
Steven Lopez,M,120105743,2001-04-03,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MH' 'MZH'],Apartment,1,1,1,6000-8000,8000,[157998884]
Sophia Mcdowell,F,406327744,2004-01-17,Freshman,School of Communication and Information,0,1,['BS' 'CS' 'MS'],Suite,1,1,1,8000-11000,10000,"[680301592, 236941122]"
Richard Spencer,M,112588694,2003-10-19,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BH' 'AH'],Apartment,1,1,1,8000-11000,11000,[537772015]
Tommy Wolfe,M,326108557,2003-03-04,Junior,School of Arts and Sciences,0,1,['MZH' 'WS' 'MS'],Suite,1,1,1,8000-11000,10000,"[347119095, 854309162]"
Louis Lane,M,863985409,2003-02-15,Junior,School of Arts and Sciences,0,0,['SA' 'JS' 'TS'],Suite,1,1,1,8000-11000,11000,"[256907200, 574791663]"
Laura Rivera,F,235740473,2004-07-22,Junior,School of Engineering,0,0,['BH' 'SA' 'MZH'],Suite,1,1,1,6000-8000,8000,"[316419207, 205708419]"
Morgan Lewis,F,798211863,2000-06-02,Freshman,Mason Gross School of the Arts,0,0,['MH' 'JS' 'BS'],Apartment,1,1,1,4000-6000,6000,[700980791]
Ms. Stephanie Compton DDS,F,426244422,2004-02-12,Junior,School of Arts and Sciences,0,1,['WS' 'AH' 'RA'],Suite,1,1,1,6000-8000,7000,[979220889]
Nathan Jensen,M,442391278,2002-07-11,Freshman,School of Communication and Information,0,1,['BS' 'TS' 'MS'],Apartment,1,1,1,8000-11000,10000,"[109020212, 519804402]"
Stephanie Russo DDS,F,101990032,2002-06-04,Junior,School of Engineering,0,0,['MRS' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[699846772, 699564605]"
Yvonne Green,F,265621555,2002-08-25,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'RA'],Apartment,1,1,1,6000-8000,8000,[537324246]
Timothy Powers,M,403804606,2002-12-05,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'MS'],Suite,1,1,1,4000-6000,5000,"[805135173, 121356718]"
James Barnes,M,910154950,2003-04-18,Junior,School of Arts and Sciences,0,0,['SA' 'MZH' 'RA'],Apartment,1,1,1,4000-6000,6000,"[365069392, 488667909]"
Michael Sims,M,361999250,2003-01-28,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'CS'],Apartment,1,1,1,4000-6000,6000,"[991020535, 503193087]"
John Kelly,M,415468240,2004-09-03,Freshman,Mason Gross School of the Arts,0,1,['SA' 'MS' 'WS'],Apartment,1,1,1,4000-6000,5000,"[460442107, 615338650]"
Stacey Browning,F,804486437,2004-03-15,Sophomore,School of Arts and Sciences,0,0,['CS' 'MH' 'BS'],Apartment,1,1,1,4000-6000,6000,[421183888]
Nathan Ramirez,M,698037712,2000-04-06,Sophomore,School of Engineering,0,0,['JS' 'MRS' 'TS'],Apartment,1,1,1,4000-6000,6000,"[355893811, 267482757]"
David Foster,M,824091597,2001-09-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'CS'],Apartment,1,1,1,4000-6000,6000,"[757093569, 586466414]"
Michael Alvarado,M,114942167,2004-10-13,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'TS'],Apartment,1,1,1,4000-6000,6000,"[110322866, 594262393]"
David Berger,M,290179935,2000-03-21,Sophomore,School of Management and Labor Relations,0,0,['BS' 'NCA' 'CS'],Suite,1,1,1,6000-8000,8000,"[283936670, 810584617]"
Claire Harris,F,685673541,2000-07-15,Senior,School of Arts and Sciences,0,0,['NCA' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000,[115618739]
Kelsey Wilson,F,941956683,2003-10-04,Junior,School of Management and Labor Relations,0,0,['SA' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,[745685884]
David Brown,M,974500594,2004-03-19,Freshman,School of Arts and Sciences,0,0,['BS' 'AH' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[415519961, 173382177]"
Samantha Moore,F,472938607,2002-10-25,Sophomore,School of Arts and Sciences,0,0,['CS' 'BS' 'JS'],Apartment,1,1,1,4000-6000,6000,[647395485]
David Campos,M,106780436,1999-12-21,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[322562737]
Bradley Mays,M,462822294,2001-07-20,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'BH'],Apartment,1,1,1,4000-6000,6000,"[279323395, 784396189]"
Billy Schwartz,M,481808761,2002-04-19,Freshman,School of Engineering,1,0,['MZH' 'BS' 'JS'],Suite,1,1,1,8000-11000,11000,[731958023]
Kevin Clark,M,446897075,2005-09-04,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MH' 'SA'],Suite,1,1,1,4000-6000,5000,"[720242327, 423005676]"
Jessica Elliott,F,840838961,2002-01-03,Junior,School of Environmental and Biological Sciences,0,1,['BH' 'BS' 'NCA'],Apartment,1,1,0,8000-11000,10000,"[141238433, 635124788]"
Chelsea Ward,F,795724235,2000-12-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'TS' 'SA'],Suite,1,1,1,6000-8000,8000,"[387847233, 103461993]"
Debra Holland,F,737544377,2004-08-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'BS' 'JS'],Suite,1,1,1,4000-6000,6000,[300305515]
Steven Schneider,M,965954083,2000-12-25,Freshman,School of Arts and Sciences,0,1,['WS' 'SA' 'JS'],Apartment,1,1,1,8000-11000,10000,"[694010389, 506309618]"
Scott Case,M,663234269,2004-09-07,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'BS'],Apartment,1,1,0,4000-6000,5000,"[807295215, 746813871]"
Anne Hayes,F,835322242,2004-11-26,Senior,School of Arts and Sciences,0,1,['NCA' 'MZH' 'BS'],Suite,1,1,1,6000-8000,7000,[510372915]
Thomas Skinner,M,652598675,1999-11-16,Senior,School of Communication and Information,0,0,['RA' 'MRS' 'CS'],Apartment,1,1,1,8000-11000,11000,"[323480030, 840209960]"
Emily Novak,F,759603112,2000-03-31,Junior,School of Communication and Information,0,1,['AH' 'BH' 'MS'],Suite,1,1,1,8000-11000,10000,[988840910]
Johnny Evans,M,880651188,2000-03-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0,['SA' 'NCA' 'CS'],Suite,1,1,1,6000-8000,8000,"[344328318, 716497175]"
Michael Spears,M,205698624,2002-11-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'JS' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[105237228, 296333583]"
Xavier Scott,M,586363955,2001-11-01,Senior,School of Social Work,1,1,['BS' 'SA' 'MS'],Suite,1,1,1,4000-6000,5000,"[197413440, 181514391]"
Sarah Anderson,F,558850148,2000-06-30,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'MH'],Apartment,1,1,1,6000-8000,7000,[543196093]
Richard Carson,M,762156137,2003-11-26,Junior,School of Arts and Sciences,0,0,['BS' 'TS' 'MH'],Apartment,1,1,1,4000-6000,6000,[334968702]
Michael Castro,M,101901028,2002-12-15,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'TS'],Apartment,1,1,1,8000-11000,11000,"[813447627, 371175427]"
Lisa Spence,F,760785445,2001-09-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'MH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000,[287278052]
Elizabeth Crawford,F,992416681,2000-05-26,Freshman,School of Arts and Sciences,1,1,['TS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,5000,"[231932467, 498336087]"
Katherine Turner,F,214493822,2002-08-04,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[530098053]
Haley Gordon,F,327035785,2004-07-03,Sophomore,School of Social Work,0,0,['RA' 'MS' 'AH'],Apartment,1,0,1,4000-6000,6000,[455783982]
Melissa Cunningham,F,555747424,2005-02-26,Sophomore,School of Arts and Sciences,1,0,['BS' 'TS' 'RA'],Suite,1,1,1,4000-6000,6000,[344473633]
Willie Luna,M,149480365,2001-01-12,Freshman,School of Engineering,0,0,['BS' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[977802119, 446561135]"
Jeffrey Allen,M,896040080,2003-06-12,Freshman,School of Communication and Information,0,0,['NCA' 'MZH' 'AH'],Suite,1,1,1,8000-11000,11000,"[624208795, 883465941]"
Julie Arnold,F,107880039,2005-09-08,Junior,School of Arts and Sciences,0,1,['NCA' 'AH' 'TS'],Suite,1,1,1,4000-6000,5000,[871242357]
Erica Rodgers,F,479838029,2005-07-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,11000,"[665897069, 177453582]"
Brendan Garcia,M,286348322,2001-03-08,Sophomore,School of Engineering,0,0,['NCA' 'MH' 'BS'],Apartment,1,0,1,4000-6000,6000,"[454534563, 936299685]"
Monica Anderson,F,637548151,2004-04-12,Freshman,School of Communication and Information,0,0,['MZH' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[452767335, 619555750]"
Cory Romero,M,997072879,2003-12-03,Sophomore,School of Arts and Sciences,1,1,['SA' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,5000,[934218518]
Kevin Scott,M,307963449,2001-07-13,Senior,School of Engineering,0,0,['MH' 'WS' 'BS'],Suite,1,1,1,6000-8000,8000,"[362089052, 836416247]"
Toni Blevins,F,106513522,1999-12-29,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['AH' 'JS' 'SA'],Suite,1,1,1,6000-8000,7000,[704340917]
Kelly Hall,F,487749286,2002-12-12,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'BS' 'MRS'],Apartment,1,0,1,6000-8000,8000,[999167088]
Denise Jimenez,F,465986453,2004-10-29,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000,"[882236522, 404515674]"
Allison Edwards,F,589387365,2002-01-31,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'WS' 'MS'],Suite,1,1,1,6000-8000,8000,"[250406975, 617216673]"
David Nash,M,564282999,2001-09-25,Junior,School of Arts and Sciences,0,1,['BS' 'MS' 'MRS'],Suite,1,1,1,6000-8000,7000,"[335385998, 268116492]"
Jonathan Roberts,M,369138226,2005-02-01,Freshman,School of Arts and Sciences,0,1,['MS' 'MRS' 'NCA'],Suite,1,0,1,4000-6000,5000,[714953437]
Gina Martin,F,783039962,2002-06-04,Sophomore,School of Engineering,0,1,['MZH' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,[247139324]
Scott Garner,M,497761398,2005-02-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['JS' 'MH' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[842031643, 644078125]"
Daniel Steele,M,796488645,2002-11-07,Sophomore,School of Engineering,0,1,['RA' 'MRS' 'WS'],Suite,1,1,1,8000-11000,10000,"[707168845, 112461245]"
Mario Little,M,118124706,2003-10-20,Sophomore,School of Arts and Sciences,0,0,['RA' 'MRS' 'CS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[465527982]
Samuel Jackson,M,503103737,2003-08-20,Freshman,School of Arts and Sciences,0,0,['MH' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[454304640, 950051532]"
Steven Harris,M,237591994,2000-05-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'BS' 'MS'],Suite,1,1,0,4000-6000,5000,"[575926465, 778251224]"
Joel Chase,M,220955417,2002-05-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'TS' 'MH'],Suite,1,1,1,6000-8000,8000,"[490325641, 716557336]"
Allen Nguyen,M,252230520,2003-12-27,Junior,School of Arts and Sciences,0,0,['MZH' 'MRS' 'RA'],Suite,1,0,1,4000-6000,6000,[841569904]
Mercedes King,F,984110967,2001-11-11,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[856890467, 801334638]"
Jennifer Cole,F,534762190,2004-09-08,Sophomore,School of Communication and Information,0,1,['JS' 'BH' 'MZH'],Suite,1,0,1,4000-6000,5000,[781451129]
Michael David,M,474398783,2002-04-13,Senior,Mason Gross School of the Arts,0,0,['AH' 'RA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[935965896]
Keith Quinn,M,205714974,2003-01-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[572855670, 167592659]"
Tyrone Stone,M,859955714,2004-11-11,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[784874186]
Katie Sharp,F,565333594,2002-11-26,Senior,School of Arts and Sciences,0,0,['MZH' 'SA' 'BS'],Suite,1,1,0,4000-6000,6000,"[191057572, 452855749]"
Luis Scott,M,792782842,2002-09-29,Freshman,School of Communication and Information,0,0,['RA' 'BS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[999803726, 148643124]"
Shawn Campbell,M,106812310,2002-04-30,Junior,School of Management and Labor Relations,0,0,['RA' 'TS' 'SA'],Suite,1,1,1,8000-11000,11000,"[503977610, 889955510]"
Chloe Barnes,F,130881494,2002-01-30,Freshman,School of Arts and Sciences,0,0,['BS' 'WS' 'JS'],Apartment,1,1,1,4000-6000,6000,"[337000584, 123515994]"
Kelli Roberts,F,567740331,2000-05-29,Freshman,School of Arts and Sciences,0,1,['AH' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,5000,[906501830]
Tammy Morris,F,740789230,2001-01-18,Sophomore,School of Arts and Sciences,0,1,['MZH' 'MRS' 'NCA'],Apartment,1,0,1,4000-6000,5000,[652210460]
James Shannon,M,835921092,2000-10-13,Senior,School of Arts and Sciences,0,1,['RA' 'NCA' 'AH'],Apartment,1,1,1,6000-8000,7000,"[625542616, 313660855]"
Terri Hicks,F,920592786,1999-10-22,Sophomore,School of Communication and Information,0,0,['AH' 'SA' 'MRS'],Suite,1,1,1,4000-6000,6000,[511090410]
Jamie Edwards,F,891140397,1999-10-04,Freshman,School of Arts and Sciences,0,0,['CS' 'TS' 'JS'],Suite,1,0,1,4000-6000,6000,"[750481788, 700018775]"
Anne Martin,F,875731747,2001-01-11,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'BS'],Apartment,1,1,1,6000-8000,7000,"[182036828, 579990001]"
Amanda Terrell,F,739230964,2001-12-11,Sophomore,School of Arts and Sciences,0,1,['NCA' 'TS' 'SA'],Apartment,1,1,1,6000-8000,7000,"[278419607, 666650928]"
Kimberly Bell,F,835222966,2005-08-02,Senior,Mason Gross School of the Arts,0,1,['MS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,7000,"[475173952, 546061769]"
Matthew Hardy,M,528635100,2005-05-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['WS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[453465460]
Molly Phillips,F,683690701,2004-09-22,Junior,School of Arts and Sciences,0,0,['BS' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[676312371, 720706437]"
Kimberly Riggs,F,531479092,2004-07-22,Freshman,Mason Gross School of the Arts,0,0,['BS' 'CS' 'RA'],Suite,1,1,1,8000-11000,11000,[947413510]
Lisa Lee,F,423370171,2002-07-14,Junior,Mason Gross School of the Arts,0,1,['BS' 'RA' 'MZH'],Suite,1,0,1,4000-6000,5000,"[555463948, 538080943]"
Thomas Lynch,M,778654584,2004-08-17,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,10000,[607804982]
Robert Richards,M,484943972,2005-07-04,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000,"[118469239, 265376902]"
Nicole Hansen,F,579882632,2001-05-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['AH' 'SA' 'CS'],Suite,1,1,1,4000-6000,5000,"[222059666, 947033907]"
Brittany Odonnell,F,129580468,2000-07-19,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'MS'],Apartment,1,0,1,8000-11000,11000,[848908440]
Rebekah Brown,F,969369898,2005-05-14,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'SA'],Suite,1,1,1,8000-11000,11000,"[642576593, 598095282]"
Ryan Benitez,M,455216371,2004-09-01,Freshman,School of Management and Labor Relations,0,1,['NCA' 'WS' 'RA'],Apartment,1,1,1,4000-6000,5000,"[157584737, 157141751]"
Brian Ramirez,M,549481213,2004-09-02,Freshman,School of Arts and Sciences,0,0,['CS' 'BH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[540656358]
Jason Petersen,M,192728189,2000-08-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BH' 'NCA'],Suite,1,1,1,6000-8000,8000,"[342925174, 778211283]"
Dillon Fernandez,M,920866971,2002-07-26,Sophomore,School of Arts and Sciences,0,0,['BH' 'MRS' 'MZH'],Apartment,1,0,1,4000-6000,6000,[629216421]
Cindy Walters,F,302406387,2004-11-06,Senior,School of Social Work,0,0,['BS' 'TS' 'MH'],Apartment,1,1,1,6000-8000,8000,[326720497]
Aaron Johnson,M,857834842,2003-08-01,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,6000,"[138090442, 934325921]"
Barbara Hurley MD,F,743625790,2001-12-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'SA' 'TS'],Apartment,1,1,1,4000-6000,6000,"[236177452, 145668373]"
Brian Mora,M,629216421,2002-03-03,Sophomore,School of Arts and Sciences,0,1,['SA' 'MS' 'BH'],Apartment,1,1,1,4000-6000,5000,"[847333315, 920866971]"
Emily Sherman,F,247264161,2000-10-16,Sophomore,School of Management and Labor Relations,0,0,['RA' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000,[131290416]
Gregory Kelly,M,399741583,2005-01-30,Freshman,School of Arts and Sciences,0,1,['JS' 'AH' 'MZH'],Apartment,1,1,1,4000-6000,5000,"[769791708, 612336142]"
Kelly Jensen,F,630635815,2003-02-21,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'MZH'],Apartment,1,1,1,8000-11000,11000,[459229285]
Becky Brock,F,590654803,2002-07-05,Junior,School of Social Work,0,0,['RA' 'AH' 'BS'],Suite,1,1,1,8000-11000,11000,[311670632]
Ronald Bullock,M,564220990,2001-06-26,Junior,School of Arts and Sciences,0,0,['BH' 'AH' 'MRS'],Suite,1,1,0,4000-6000,6000,"[601226105, 636101226]"
