,name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
2764,Douglas Spence,M,874562065,2000-08-15,Freshman,School of Communication and Information,0,0,['MS' 'BS' 'SA'],Suite,1,1,1,8000-11000,11000
2765,John Adams,M,673983347,2001-12-08,Senior,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'SA'],Traditional Residence Hall,1,0,1,6000-8000,8000
2766,Anne Nelson,F,929892143,2004-03-27,Sophomore,School of Engineering,0,0,['WS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,6000
2767,Richard Patton,M,609787489,2004-04-05,Sophomore,School of Communication and Information,0,1,['NCA' 'MH' 'BS'],Suite,1,0,1,4000-6000,5000
2768,Victoria Smith DVM,F,908828416,2004-07-04,Junior,School of Communication and Information,0,0,['SA' 'MH' 'BS'],Suite,1,1,1,6000-8000,8000
2769,Nathan Bean,M,382466383,2003-05-14,Senior,School of Communication and Information,0,0,['NCA' 'AH' 'BS'],Suite,1,1,1,8000-11000,11000
2770,Ann Scott,F,360147726,2002-03-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000
2771,Teresa Collins,F,486117055,2000-03-07,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000
2772,Megan Ferguson,F,227403618,2002-07-26,Senior,School of Arts and Sciences,0,0,['RA' 'TS' 'CS'],Apartment,1,0,1,6000-8000,8000
2773,Michael Hunt,M,950847516,2002-04-13,Freshman,School of Arts and Sciences,0,0,['BS' 'AH' 'MH'],Suite,1,1,1,4000-6000,6000
2774,Larry Lam,M,918761381,2005-05-17,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'SA' 'MS'],Suite,1,0,1,4000-6000,6000
2775,Tonya Hickman,F,997427440,2002-11-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'CS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
2776,Kenneth Avery,M,262714149,2004-08-02,Sophomore,School of Arts and Sciences,0,1,['BS' 'CS' 'RA'],Apartment,1,1,1,8000-11000,10000
2777,Renee Miller,F,156467986,2001-02-21,Junior,Mason Gross School of the Arts,0,0,['SA' 'MZH' 'JS'],Apartment,1,1,1,4000-6000,6000
2778,Leah Logan,F,301625390,2005-07-17,Senior,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000
2779,Roger Hull,M,745891472,2005-02-15,Sophomore,School of Arts and Sciences,0,1,['MH' 'RA' 'BS'],Suite,1,1,1,4000-6000,5000
2780,Alexander Howell,M,815335456,2004-06-02,Junior,Mason Gross School of the Arts,0,0,['SA' 'BS' 'JS'],Apartment,1,1,1,6000-8000,8000
2781,Steven Cook,M,102034640,2002-05-15,Junior,School of Environmental and Biological Sciences,1,0,['MRS' 'MH' 'SA'],Suite,1,1,1,4000-6000,6000
2782,Ana Hill,F,103899895,2005-03-16,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'BH' 'MS'],Suite,1,0,1,6000-8000,8000
2783,Whitney Carr,F,656140828,2003-07-23,Junior,School of Arts and Sciences,0,0,['MRS' 'SA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000
2784,Lori Wagner,F,636024962,2002-05-02,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'NCA' 'MH'],Suite,1,1,1,4000-6000,6000
2785,Elizabeth Richardson,F,199568497,2005-02-15,Freshman,School of Engineering,0,0,['NCA' 'TS' 'CS'],Suite,1,1,1,4000-6000,6000
2786,Anne Schmidt,F,266343218,2003-07-17,Sophomore,Mason Gross School of the Arts,0,1,['MS' 'MRS' 'SA'],Suite,1,1,1,4000-6000,5000
2787,Christopher Jones,M,911410357,2002-07-15,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'MZH' 'NCA'],Apartment,1,1,1,6000-8000,8000
2788,Jody Dunlap,F,903321889,2005-05-26,Sophomore,School of Arts and Sciences,0,1,['RA' 'JS' 'NCA'],Suite,1,1,1,4000-6000,5000
2789,Michael Powers,M,197179099,2000-08-15,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'WS'],Traditional Residence Hall,1,1,1,6000-8000,8000
2790,Jonathan White,M,548021284,2002-01-20,Senior,School of Arts and Sciences,0,0,['CS' 'SA' 'RA'],Traditional Residence Hall,1,1,0,4000-6000,6000
2791,Erika Brown,F,553107962,2000-07-14,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000
2792,Jeremy Ramirez,M,738463487,2005-04-10,Freshman,Mason Gross School of the Arts,0,0,['JS' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,8000
2793,Ernest Mcdonald,M,815944069,2003-01-01,Freshman,School of Arts and Sciences,0,1,['MH' 'NCA' 'MZH'],Suite,1,1,0,4000-6000,5000
2794,Taylor Long,M,653905333,1999-10-16,Sophomore,School of Social Work,0,0,['MRS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
2795,Ashley Casey,F,845225249,2002-07-21,Sophomore,School of Arts and Sciences,0,0,['TS' 'MS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000
2796,Nathaniel Mccoy,M,444963811,2005-02-01,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2797,Linda Joseph,F,995330069,2001-07-08,Freshman,School of Environmental and Biological Sciences,0,0,['BH' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,6000
2798,Bianca Cox,F,245099779,2001-08-11,Junior,School of Arts and Sciences,0,1,['SA' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000
2799,Kyle Patterson,M,925232738,2001-07-26,Sophomore,School of Engineering,0,0,['BH' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000
2800,Stephanie Villarreal,F,991617844,2005-04-18,Junior,School of Arts and Sciences,0,1,['MH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,5000
2801,Kyle Sutton,M,148824518,2001-03-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'BH' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000
2802,Jon Barnes,M,591977279,2004-03-14,Freshman,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000
2803,Kenneth Carter,M,722096594,2001-05-18,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2804,Daniel Lambert,M,245306973,2002-05-22,Junior,School of Arts and Sciences,0,1,['SA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,5000
2805,Chelsea Cook,F,847341091,2005-04-27,Junior,School of Social Work,0,1,['SA' 'WS' 'BS'],Apartment,1,1,1,6000-8000,7000
2806,Brandon Clay,M,608910995,2001-03-06,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'WS'],Apartment,1,1,1,4000-6000,6000
2807,Danielle Oneill,F,912774397,2000-09-29,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'RA' 'WS'],Apartment,1,1,0,4000-6000,5000
2808,Stacy Roberts,F,704185288,1999-11-05,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000
2809,Jennifer Webb,F,690039919,2002-09-28,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MS' 'BS'],Apartment,1,1,1,8000-11000,11000
2810,John Coleman,M,214482621,2002-09-23,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'TS'],Suite,1,1,1,4000-6000,6000
2811,Adam Green,M,393325419,2002-09-24,Freshman,Mason Gross School of the Arts,0,0,['SA' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,6000
2812,John Moore,M,535048887,2003-02-26,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'BH'],Apartment,1,1,1,4000-6000,6000
2813,Jacob Miller,M,906783082,2004-05-24,Senior,School of Arts and Sciences,0,0,['NCA' 'CS' 'BS'],Suite,1,1,1,4000-6000,6000
2814,Lauren Lang,F,412090280,2004-06-22,Junior,School of Management and Labor Relations,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000
2815,Justin Johnson,M,351246695,2002-01-09,Senior,School of Communication and Information,0,1,['MS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,5000
2816,Benjamin Myers,M,900904194,2000-01-01,Freshman,School of Management and Labor Relations,0,1,['WS' 'BS' 'RA'],Apartment,1,1,1,6000-8000,7000
2817,Jacob Robertson,M,635476235,2000-01-22,Sophomore,School of Arts and Sciences,0,0,['MH' 'RA' 'SA'],Apartment,1,1,1,6000-8000,8000
2818,Lindsey House,F,173912819,2004-10-13,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'MS' 'JS'],Suite,1,1,1,8000-11000,10000
2819,Stacy Young,F,318371228,2002-11-30,Sophomore,School of Arts and Sciences,0,0,['CS' 'AH' 'WS'],Apartment,1,1,1,8000-11000,11000
2820,Taylor Gibbs,F,801870614,2001-02-13,Senior,School of Arts and Sciences,0,0,['BS' 'BH' 'MH'],Suite,1,1,1,8000-11000,11000
2821,Leah Duarte,F,364706090,2002-07-05,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'RA'],Apartment,1,1,1,4000-6000,6000
2822,Deanna Howard,F,663190907,2004-08-17,Freshman,School of Environmental and Biological Sciences,1,1,['WS' 'JS' 'SA'],Apartment,1,1,1,8000-11000,10000
2823,Joshua Heath,M,234401956,2002-04-08,Junior,School of Communication and Information,0,0,['MRS' 'SA' 'WS'],Apartment,1,1,1,8000-11000,11000
2824,Jeremiah James,M,443740354,2001-04-20,Freshman,School of Arts and Sciences,1,0,['RA' 'MH' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000
2825,Jon Hall,M,720751387,2003-02-17,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'TS'],Apartment,1,1,1,4000-6000,5000
2826,Steven Meadows,M,156593284,2000-09-07,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,6000
2827,Sarah Mason DVM,F,415820650,2001-03-09,Junior,School of Communication and Information,0,0,['BH' 'RA' 'TS'],Suite,1,1,1,8000-11000,11000
2828,Christina Fletcher,F,664752033,2003-12-21,Sophomore,School of Engineering,0,0,['BH' 'MH' 'BS'],Suite,1,1,0,8000-11000,11000
2829,Clifford Barker,M,311985861,2001-09-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'SA' 'RA'],Apartment,1,1,1,4000-6000,5000
2830,Scott Holmes,M,628597025,2004-04-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'BS'],Suite,1,1,1,4000-6000,6000
2831,Kevin Mills,M,237115332,2004-05-11,Sophomore,School of Arts and Sciences,1,0,['NCA' 'JS' 'BS'],Suite,1,1,1,6000-8000,8000
2832,Brandon Keller,M,418410008,2004-10-31,Junior,School of Communication and Information,0,1,['RA' 'WS' 'SA'],Suite,1,1,1,6000-8000,7000
2833,Crystal Heath,F,128015665,2005-08-12,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,6000
2834,Rachel Gibbs,F,695122471,1999-10-11,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'MH'],Suite,1,1,1,6000-8000,8000
2835,Christopher Franco,M,408555086,2001-11-16,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'CS'],Apartment,1,1,1,8000-11000,11000
2836,Terry Jones,F,495387172,2005-07-05,Junior,Mason Gross School of the Arts,0,0,['MZH' 'TS' 'MRS'],Apartment,1,1,1,8000-11000,11000
2837,Benjamin Reese,M,730052205,2004-12-28,Senior,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000
2838,Michelle Dean,F,555284876,2003-03-09,Freshman,School of Engineering,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,8000
2839,Sherry Davis,F,924199056,2004-01-11,Junior,School of Communication and Information,0,0,['RA' 'BS' 'AH'],Suite,1,1,1,4000-6000,6000
2840,Victoria Richard,F,248070824,2000-03-15,Sophomore,School of Arts and Sciences,0,1,['MS' 'MH' 'NCA'],Suite,1,1,1,8000-11000,10000
2841,Samuel Jones,M,819295732,2005-09-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'BH' 'RA'],Suite,1,1,1,6000-8000,7000
2842,Terry Aguirre,F,132137311,2004-11-15,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,6000
2843,Erica Phillips,F,387967296,2000-07-19,Freshman,School of Arts and Sciences,0,1,['NCA' 'SA' 'BH'],Suite,1,1,1,6000-8000,7000
2844,Cynthia Russell MD,F,269120222,2003-11-03,Freshman,School of Social Work,0,1,['NCA' 'AH' 'SA'],Apartment,1,1,1,4000-6000,5000
2845,Lynn Mooney,F,405399405,2004-09-23,Junior,School of Engineering,0,1,['JS' 'BS' 'SA'],Apartment,1,1,1,4000-6000,5000
2846,Maria Johnson,F,892283888,2005-02-01,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'TS' 'BS'],Apartment,1,1,1,4000-6000,6000
2847,Ryan Le,M,847413127,2002-08-06,Freshman,School of Communication and Information,0,1,['BS' 'RA' 'BH'],Apartment,1,1,1,8000-11000,10000
2848,Amy Dougherty,F,149193652,2000-08-25,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'BS' 'MRS'],Suite,1,1,1,4000-6000,5000
2849,Charles Murray,M,696974923,2000-12-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,6000
2850,Steven Wade,M,784439586,2005-04-29,Freshman,School of Management and Labor Relations,0,1,['MS' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
2851,Jason James,M,136015884,2005-01-03,Freshman,School of Arts and Sciences,0,1,['MZH' 'SA' 'JS'],Traditional Residence Hall,1,0,1,4000-6000,5000
2852,Miss Audrey Huang DDS,F,308067225,2003-09-03,Senior,School of Arts and Sciences,0,0,['BS' 'MRS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
2853,David Villarreal,M,869942171,2001-09-14,Junior,School of Environmental and Biological Sciences,1,0,['BS' 'MRS' 'WS'],Suite,1,0,1,4000-6000,6000
2854,Matthew Anderson,M,171892097,2000-02-01,Freshman,School of Arts and Sciences,0,1,['RA' 'SA' 'MH'],Suite,1,1,1,6000-8000,7000
2855,Jennifer Garrett,F,342524904,2000-09-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'JS' 'MS'],Suite,1,1,1,4000-6000,5000
2856,Harry Bird,M,672654138,2000-10-10,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'SA' 'BH'],Suite,1,1,1,8000-11000,10000
2857,Kelly Rhodes,F,319557749,2004-04-25,Senior,School of Engineering,0,0,['WS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
2858,Jennifer Lee,F,300413858,2000-03-12,Freshman,School of Arts and Sciences,0,0,['CS' 'AH' 'RA'],Suite,1,1,1,6000-8000,8000
2859,Jessica Moore,F,849437983,2005-05-08,Sophomore,Mason Gross School of the Arts,0,1,['RA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,10000
2860,Danielle Rios,F,931045883,2005-01-25,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Suite,1,1,1,8000-11000,11000
2861,Kendra Johnson,F,892833183,2002-09-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'RA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000
2862,Curtis Coffey,M,644456755,2000-11-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MH' 'SA'],Suite,1,0,1,8000-11000,11000
2863,Tammy Turner,F,739677673,2003-07-08,Sophomore,School of Arts and Sciences,0,1,['BS' 'MRS' 'MH'],Apartment,1,1,1,8000-11000,10000
2864,Melissa Beard,F,752642479,2000-11-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'SA' 'JS'],Suite,1,0,1,8000-11000,10000
2865,Laura Norman,F,102389692,2005-03-18,Senior,School of Communication and Information,0,0,['BS' 'MH' 'RA'],Apartment,1,1,1,6000-8000,8000
2866,Emily Jimenez,F,304236748,2004-04-03,Sophomore,School of Arts and Sciences,0,0,['WS' 'NCA' 'MH'],Suite,1,1,1,6000-8000,8000
2867,Daniel Duarte,M,923860097,2002-01-10,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
2868,Kimberly Rivera,F,504781384,2003-06-18,Senior,School of Arts and Sciences,0,1,['RA' 'CS' 'MS'],Apartment,1,1,1,6000-8000,7000
2869,Tiffany Rojas,F,931594676,2004-12-18,Sophomore,School of Arts and Sciences,0,1,['SA' 'RA' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,5000
2870,Diana Ibarra,F,390910412,2005-01-05,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'MZH'],Apartment,1,1,1,6000-8000,8000
2871,Ashley Salazar,F,885832863,2003-12-13,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'JS'],Suite,1,1,1,6000-8000,8000
2872,James Kim,M,770277563,2001-07-11,Freshman,School of Engineering,0,0,['NCA' 'AH' 'CS'],Apartment,1,0,1,8000-11000,11000
2873,James Peters,M,278348332,1999-11-12,Junior,School of Arts and Sciences,0,0,['AH' 'RA' 'CS'],Apartment,1,1,1,4000-6000,6000
2874,Betty Payne,F,478609325,2002-02-04,Junior,School of Arts and Sciences,0,0,['CS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000
2875,William Bell,M,300242060,2001-12-09,Freshman,School of Engineering,0,0,['RA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000
2876,Virginia Key,F,555709893,1999-12-28,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'WS'],Apartment,1,1,1,8000-11000,11000
2877,Megan Sanchez,F,131581544,2002-06-28,Sophomore,School of Arts and Sciences,0,0,['AH' 'SA' 'MZH'],Suite,1,1,1,6000-8000,8000
2878,Laurie Cummings,F,709428185,2000-02-28,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Suite,1,1,1,6000-8000,7000
2879,Dennis Martin,M,927697523,2003-08-16,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,11000
2880,Sandra Foster,F,703709825,2003-06-17,Senior,School of Arts and Sciences,0,0,['BS' 'SA' 'AH'],Suite,1,1,1,4000-6000,6000
2881,Lauren Barrett,F,890427686,2000-07-05,Freshman,School of Communication and Information,0,0,['RA' 'MRS' 'JS'],Suite,1,1,1,6000-8000,8000
2882,Jonathan Gardner,M,464082725,2005-05-31,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'CS'],Apartment,1,0,1,4000-6000,6000
2883,Matthew Johnson,M,351404155,2001-11-24,Sophomore,School of Environmental and Biological Sciences,0,0,['MZH' 'AH' 'MS'],Apartment,1,1,1,4000-6000,6000
2884,Steven Miller,M,534168234,2005-06-23,Freshman,Mason Gross School of the Arts,0,0,['BS' 'RA' 'MH'],Apartment,1,1,0,4000-6000,6000
2885,Michael Stokes,M,734762894,2000-06-26,Freshman,School of Management and Labor Relations,0,0,['MRS' 'WS' 'BS'],Suite,1,1,1,6000-8000,8000
2886,Mary Payne,F,155224049,1999-10-12,Freshman,Mason Gross School of the Arts,0,1,['WS' 'SA' 'BS'],Apartment,1,1,1,8000-11000,10000
2887,Gregory Sharp,M,849808012,2001-06-16,Junior,School of Arts and Sciences,0,1,['MZH' 'AH' 'RA'],Apartment,1,0,1,8000-11000,10000
2888,Amy Franklin,F,981379257,2004-12-11,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,6000
2889,Christopher Payne,M,837938669,2002-09-08,Freshman,School of Engineering,0,0,['CS' 'SA' 'MZH'],Suite,1,1,1,4000-6000,6000
2890,Melissa James,F,526888571,2005-02-07,Freshman,School of Arts and Sciences,1,0,['BS' 'NCA' 'MZH'],Suite,1,1,1,6000-8000,8000
2891,Robin Mckenzie,F,936578906,2000-06-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MRS' 'RA'],Apartment,1,0,1,4000-6000,6000
2892,Benjamin Stewart,M,558080737,2003-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'SA'],Suite,1,1,1,8000-11000,11000
2893,Christopher Johnson,M,395035537,2004-08-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'CS'],Apartment,1,0,1,4000-6000,6000
2894,David Flores,M,356877438,2003-04-29,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'RA' 'MRS'],Apartment,1,1,1,4000-6000,5000
2895,Chloe Davis,F,438957419,2001-08-05,Junior,School of Arts and Sciences,1,0,['CS' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000
2896,Stacey Ho,F,589392689,2001-08-14,Sophomore,School of Arts and Sciences,0,1,['BH' 'SA' 'MH'],Apartment,1,1,1,8000-11000,10000
2897,Ryan Herrera,M,782161615,2004-12-10,Freshman,Mason Gross School of the Arts,0,0,['AH' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000
2898,Rebecca Tate,F,621658147,2000-08-29,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'RA'],Suite,1,1,1,4000-6000,5000
2899,Kerri Eaton,F,245972629,2005-02-02,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'MZH'],Traditional Residence Hall,1,1,0,6000-8000,8000
2900,Christian Moore,M,243086571,2000-07-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,5000
2901,Sarah Lopez,F,209827828,2000-11-12,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000
2902,Rachel Ferguson,F,336461141,2004-01-29,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'MRS'],Traditional Residence Hall,1,0,1,4000-6000,6000
2903,Kimberly Garcia,F,743381830,2005-04-17,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000
2904,Omar Navarro,M,410463185,2002-12-02,Sophomore,School of Arts and Sciences,0,0,['SA' 'TS' 'BH'],Traditional Residence Hall,1,1,1,6000-8000,8000
2905,Amanda Mullen,F,200717079,1999-10-07,Senior,School of Communication and Information,0,0,['MRS' 'JS' 'CS'],Suite,1,1,1,6000-8000,8000
2906,Austin Meyers,M,715068493,2001-09-07,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['BS' 'MRS' 'SA'],Suite,1,1,1,4000-6000,6000
2907,Christopher Martinez,M,426808225,2004-11-25,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
2908,Stephen Jordan,M,812688030,2001-07-31,Sophomore,School of Arts and Sciences,0,1,['MZH' 'BS' 'SA'],Suite,1,0,1,4000-6000,5000
2909,Donald Gallegos,M,851640548,2005-08-03,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MZH'],Apartment,1,1,1,8000-11000,11000
2910,Kimberly Mayo,F,983709725,2002-10-05,Sophomore,School of Engineering,0,1,['SA' 'JS' 'MS'],Apartment,1,1,1,6000-8000,7000
2911,Darrell Coleman,M,369395245,2000-05-03,Freshman,School of Arts and Sciences,0,1,['WS' 'SA' 'CS'],Suite,1,1,1,4000-6000,5000
2912,Lisa Kelly,F,817751545,2001-12-01,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
2913,Troy Gomez,M,758924293,2000-07-07,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000
2914,Ricky Adams,M,674339624,2003-08-25,Freshman,Mason Gross School of the Arts,0,0,['JS' 'AH' 'RA'],Apartment,1,1,0,4000-6000,6000
2915,Thomas Marquez,M,639720281,2002-08-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'JS' 'CS'],Suite,1,1,1,6000-8000,8000
