name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
William Jackson,M,378648174,2002-06-11,Sophomore,School of Arts and Sciences,0,0,['RA' 'BH' 'AH'],Apartment,1,1,1,8000-11000,12000
Bryan Horton,M,812859212,2001-06-01,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Apartment,1,1,1,8000-11000,12000
Daniel Becker,M,811018351,2001-05-07,Sophomore,School of Arts and Sciences,0,1,['CS' 'JS' 'TS'],Apartment,1,0,1,8000-11000,12000
Timothy Hess,M,404763875,2003-02-05,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BH' 'SA'],Suite,1,1,1,8000-11000,12000
Gabriella Allison,F,274259477,2000-10-08,Sophomore,School of Arts and Sciences,0,0,['MZH' 'BS' 'RA'],Suite,1,1,1,6000-8000,9000
Bruce Thomas,M,246380719,2004-12-22,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'TS'],Suite,1,1,1,8000-11000,12000
Natalie Estes,F,936666519,1999-10-07,Sophomore,Mason Gross School of the Arts,0,1,['BH' 'MZH' 'BS'],Suite,1,0,1,8000-11000,12000
Kaitlin Hodge,F,679166516,2000-05-27,Senior,School of Environmental and Biological Sciences,0,1,['RA' 'MZH' 'BS'],Suite,1,0,1,4000-6000,7000
Donna Crane,F,251885538,2000-05-25,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Melissa Watts,F,692417270,2003-03-11,Junior,School of Arts and Sciences,0,0,['BS' 'TS' 'NCA'],Suite,1,1,1,8000-11000,12000
Jaime Bennett,F,494162233,2001-06-28,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
Andre Ferrell,M,613591153,2000-07-11,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'BS' 'SA'],Suite,1,1,1,4000-6000,7000
Amy Brown,F,969461785,2003-08-18,Freshman,School of Engineering,0,0,['NCA' 'TS' 'SA'],Apartment,1,0,1,6000-8000,9000
Laurie Downs,F,855144565,1999-10-19,Senior,School of Engineering,0,0,['NCA' 'BS' 'MH'],Apartment,1,1,1,6000-8000,9000
Deborah Bowers,F,206334134,2000-03-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['AH' 'BS' 'MZH'],Apartment,1,1,1,6000-8000,9000
Daniel Figueroa,M,770847865,2000-07-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Courtney Jackson,F,177159671,2002-01-21,Freshman,Mason Gross School of the Arts,0,1,['RA' 'BH' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Patricia Mathews,F,299113285,2002-12-13,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,9000
Jack Phillips,M,857484859,2004-04-30,Junior,School of Arts and Sciences,0,1,['MZH' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,7000
Julie Johnson,F,635712485,2003-10-01,Junior,School of Communication and Information,1,0,['BS' 'MS' 'CS'],Apartment,1,1,1,8000-11000,12000
Eric Jones,M,651131665,2002-02-05,Freshman,School of Communication and Information,0,0,['BS' 'NCA' 'CS'],Suite,1,1,1,8000-11000,12000
Emily Williams,F,339092033,2001-04-13,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Richard Torres,M,200180369,2005-03-14,Junior,School of Arts and Sciences,0,1,['RA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Timothy Cantu,M,962475014,2004-01-31,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'AH'],Suite,1,1,1,4000-6000,7000
Lindsay Cook,F,224869646,2004-03-28,Junior,School of Arts and Sciences,0,1,['WS' 'BS' 'RA'],Apartment,1,1,1,6000-8000,9000
Jon Patrick,M,459074242,2003-08-22,Sophomore,School of Arts and Sciences,0,1,['CS' 'BH' 'MH'],Apartment,1,0,1,6000-8000,9000
Matthew King,M,369229967,2003-01-22,Senior,School of Arts and Sciences,0,0,['WS' 'BH' 'JS'],Suite,1,1,1,4000-6000,7000
Courtney Young,F,701354917,2003-01-15,Junior,School of Arts and Sciences,0,0,['MRS' 'RA' 'WS'],Apartment,1,0,1,6000-8000,9000
Julia Collins,F,139335352,2002-07-13,Freshman,Mason Gross School of the Arts,1,0,['TS' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,12000
Jason Benjamin,M,235456899,2004-12-07,Freshman,School of Arts and Sciences,0,1,['MH' 'NCA' 'MZH'],Suite,1,1,1,6000-8000,9000
Barbara Davis,F,205018220,2000-08-01,Junior,School of Arts and Sciences,0,1,['AH' 'TS' 'BS'],Suite,1,0,1,8000-11000,12000
Laura Hawkins,F,534669640,2002-08-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BS' 'MZH'],Suite,1,1,1,8000-11000,12000
Duane Leonard,M,105387064,2005-09-05,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
Elizabeth Mendez,F,544805718,2001-01-26,Freshman,School of Arts and Sciences,0,1,['MS' 'RA' 'SA'],Suite,1,0,1,8000-11000,12000
William Castro,M,108787823,2002-07-18,Freshman,School of Arts and Sciences,0,1,['SA' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Brian Young,M,436996665,2004-09-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Jo Duarte,F,255272014,2004-05-16,Sophomore,School of Communication and Information,0,1,['RA' 'MZH' 'NCA'],Apartment,1,1,1,6000-8000,9000
Angel Wright,M,667648970,2005-03-26,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Traditional Residence Hall,1,1,0,8000-11000,12000
Stanley White,M,965820447,2005-08-17,Freshman,Mason Gross School of the Arts,0,0,['MS' 'WS' 'SA'],Suite,1,1,1,4000-6000,7000
Amy Lyons,F,832329315,2002-01-18,Junior,School of Engineering,0,0,['MS' 'WS' 'RA'],Apartment,1,1,1,8000-11000,12000
Jerry Perez,M,259934943,2000-03-17,Sophomore,School of Management and Labor Relations,0,0,['SA' 'NCA' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Darryl Vaughn,M,980511636,2002-07-19,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'SA'],Suite,1,1,1,4000-6000,7000
Robert Ray,M,617631128,2001-01-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'WS' 'MZH'],Apartment,1,1,1,6000-8000,9000
Jonathan Meyer,M,988687187,2005-02-20,Sophomore,School of Environmental and Biological Sciences,0,1,['SA' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,7000
Roberto Patel,M,852560833,2001-07-04,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'RA' 'TS'],Apartment,1,1,1,4000-6000,7000
Laura Smith,F,171337876,2001-01-15,Senior,School of Communication and Information,0,1,['SA' 'NCA' 'RA'],Apartment,1,1,1,6000-8000,9000
Robin Swanson,F,140269955,2001-01-14,Senior,Edward J. Bloustein School of Planning and Public Policy,1,1,['BS' 'RA' 'NCA'],Apartment,1,0,1,8000-11000,12000
Cynthia Ramirez,F,512326799,2003-11-25,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'NCA' 'SA'],Suite,1,1,1,4000-6000,7000
Kerry Lopez,F,763025016,2004-11-18,Senior,School of Arts and Sciences,0,1,['NCA' 'BH' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Michael Hayes,M,662988800,1999-10-17,Freshman,School of Engineering,0,1,['AH' 'NCA' 'BS'],Suite,1,1,1,4000-6000,7000
Eric Miller,M,685285857,2001-08-02,Sophomore,School of Arts and Sciences,0,0,['CS' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000
Kristy Bowers,F,850109655,2002-03-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'CS'],Apartment,1,1,1,8000-11000,12000
Andrew Johnson,M,151809448,2003-09-19,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'TS'],Suite,1,1,1,6000-8000,9000
Miranda Robinson,F,281801955,2004-02-12,Sophomore,School of Engineering,0,0,['MS' 'TS' 'RA'],Apartment,1,1,1,8000-11000,12000
Amber Howard,F,504854431,1999-10-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MRS' 'NCA' 'MH'],Suite,1,1,1,4000-6000,7000
Jennifer Hall,F,553314370,2005-07-11,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'JS' 'BS'],Suite,1,1,1,4000-6000,7000
Lance Jackson,M,446486422,2005-02-13,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'MRS'],Apartment,1,1,1,4000-6000,7000
Dr. James Livingston,M,528352636,1999-12-08,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'TS' 'AH'],Suite,1,1,1,8000-11000,12000
Lori Lambert,F,553048635,2003-12-04,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'BH'],Suite,1,1,1,6000-8000,9000
Justin Adams,M,802906209,2003-01-21,Freshman,School of Arts and Sciences,0,1,['MH' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
Chelsea Miller,F,773374177,2001-07-25,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'BS'],Suite,1,0,1,8000-11000,12000
Erica Williamson,F,545687564,2005-05-10,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'SA' 'MRS'],Suite,1,0,1,4000-6000,7000
Brian Austin,M,420374878,1999-11-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'RA' 'JS'],Suite,1,1,1,6000-8000,9000
Luke Rivera,M,279119127,2002-12-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'NCA' 'RA'],Suite,1,1,1,6000-8000,9000
Laura Miller,F,729379703,2004-08-17,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Thomas Brown,M,398500857,2000-05-09,Sophomore,School of Social Work,0,1,['RA' 'NCA' 'MRS'],Suite,1,0,1,6000-8000,9000
Jennifer Walker DDS,F,316194394,2005-06-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
Kristen Shelton,F,493757322,2000-11-25,Freshman,School of Management and Labor Relations,0,1,['JS' 'BS' 'NCA'],Suite,1,0,1,8000-11000,12000
Angela Ramirez,F,874943801,2000-04-30,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000
Deanna Todd,F,443837519,2000-06-30,Junior,School of Arts and Sciences,0,0,['SA' 'MH' 'NCA'],Apartment,1,1,1,8000-11000,12000
Joseph Anderson,M,447266055,2004-11-14,Freshman,School of Communication and Information,0,0,['SA' 'NCA' 'TS'],Suite,1,1,1,8000-11000,12000
Jesse Burch,M,218728846,2001-08-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'AH' 'RA'],Suite,1,1,1,8000-11000,12000
Debbie Williams,F,493014830,2000-06-04,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
Terry Johnson,F,661564054,2001-04-21,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Hannah Salazar,F,635228222,2003-06-25,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Apartment,1,1,0,8000-11000,12000
Angela Powell,F,165740564,1999-11-28,Senior,School of Environmental and Biological Sciences,1,1,['SA' 'MRS' 'RA'],Suite,1,1,0,8000-11000,12000
Melissa Carr,F,841166933,2004-09-17,Senior,School of Social Work,0,0,['RA' 'NCA' 'MS'],Apartment,1,1,1,8000-11000,12000
Tammy Green,F,197618741,2005-01-01,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000
Gregg Brewer,M,240607092,2005-03-14,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'MZH' 'RA'],Suite,1,0,1,8000-11000,12000
Savannah Molina,F,755368252,2003-10-29,Sophomore,School of Arts and Sciences,0,1,['MZH' 'WS' 'TS'],Apartment,1,1,1,8000-11000,12000
Terry Nelson,M,677660175,2003-05-02,Junior,School of Arts and Sciences,0,1,['SA' 'JS' 'RA'],Suite,1,0,1,8000-11000,12000
Jenna Cook,F,950333987,2003-05-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'MZH' 'MH'],Apartment,1,1,1,8000-11000,12000
Samantha Hodges,F,778630626,2004-10-01,Sophomore,School of Arts and Sciences,0,0,['MZH' 'AH' 'RA'],Apartment,1,0,1,6000-8000,9000
James Vazquez,M,947577575,2002-07-02,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'MS'],Suite,1,1,0,4000-6000,7000
Cynthia Martin,F,224996239,1999-10-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'AH'],Suite,1,0,1,8000-11000,12000
Christina Jones,F,537376508,2001-08-09,Senior,School of Arts and Sciences,0,0,['TS' 'MS' 'CS'],Suite,1,1,1,8000-11000,12000
Lynn Riddle,F,290437828,2003-05-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000
Brandi Mcdonald,F,970014111,2003-11-03,Sophomore,School of Engineering,0,1,['BH' 'MRS' 'RA'],Suite,1,1,1,4000-6000,7000
Jason Johnson,M,460347166,2005-08-14,Junior,School of Arts and Sciences,0,0,['MS' 'AH' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Tyler Bennett,M,870186697,2001-10-11,Junior,School of Engineering,0,0,['BS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
Nicole Jackson,F,263779340,2002-12-28,Freshman,School of Engineering,0,0,['NCA' 'SA' 'RA'],Suite,1,0,1,8000-11000,12000
Ashley Rowland,F,259230121,2003-03-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
Shawn Lloyd,M,330912170,2005-02-08,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'JS'],Apartment,1,1,1,4000-6000,7000
Sean Brown,M,863354639,2005-08-18,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000
Ronald Howard,M,704008862,2000-06-28,Freshman,School of Arts and Sciences,0,0,['RA' 'BH' 'TS'],Suite,1,1,1,8000-11000,12000
Colleen Harrington,F,346981704,2001-07-09,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Apartment,1,0,1,8000-11000,12000
Dawn Brandt,F,197269389,2004-11-23,Sophomore,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'MH'],Apartment,1,1,1,8000-11000,12000
Brittney Davis,F,544240580,2001-12-21,Freshman,School of Arts and Sciences,0,0,['SA' 'BH' 'NCA'],Suite,1,0,1,8000-11000,12000
Richard Wilson,M,424999307,2004-05-30,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'MZH'],Apartment,1,1,1,6000-8000,9000
Sarah Duncan,F,557136336,2001-07-27,Sophomore,School of Communication and Information,0,0,['TS' 'MS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Ruben Mcgee,M,442971761,2003-08-06,Freshman,Mason Gross School of the Arts,0,1,['MRS' 'RA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Todd Lee,M,203572534,2001-03-07,Sophomore,School of Arts and Sciences,0,0,['AH' 'WS' 'SA'],Suite,1,1,1,8000-11000,12000
Barbara Bell,F,991865099,2000-08-17,Junior,School of Arts and Sciences,0,0,['MZH' 'RA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Karen Brooks,F,290371275,2003-10-09,Sophomore,School of Communication and Information,0,0,['TS' 'MS' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Eric Hernandez,M,118541725,2002-09-26,Junior,School of Arts and Sciences,0,0,['JS' 'NCA' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Anthony Hall,M,637511302,2004-03-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Nicholas Cross,M,237973941,2001-01-25,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
Walter Collins,M,702836042,2004-04-20,Sophomore,School of Engineering,0,0,['BS' 'MRS' 'MH'],Apartment,1,1,1,6000-8000,9000
Linda Craig,F,786510045,2003-12-22,Senior,School of Arts and Sciences,0,0,['TS' 'BS' 'MH'],Apartment,1,1,1,8000-11000,12000
Laura Patterson,F,923624435,2003-12-16,Freshman,School of Engineering,0,0,['SA' 'MS' 'AH'],Apartment,1,1,1,4000-6000,7000
Sandra Walker,F,845137883,2001-10-16,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'TS' 'MZH'],Suite,1,1,1,4000-6000,7000
Barbara Barton,F,345182704,2003-02-11,Freshman,School of Social Work,0,0,['MZH' 'BH' 'RA'],Apartment,1,1,1,8000-11000,12000
Kevin Ford,M,247107742,2005-08-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Julie Torres,F,591011901,2002-03-22,Sophomore,School of Arts and Sciences,0,0,['AH' 'NCA' 'MS'],Apartment,1,0,1,6000-8000,9000
Melissa Fritz,F,107610046,2003-03-04,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'BH' 'RA'],Apartment,1,1,1,8000-11000,12000
Ian Williams,M,154608278,2004-03-16,Sophomore,School of Engineering,0,0,['JS' 'MZH' 'AH'],Apartment,1,1,1,8000-11000,12000
Jessica Crawford,F,722984116,2003-03-30,Freshman,School of Arts and Sciences,0,0,['BH' 'JS' 'MH'],Apartment,1,1,1,4000-6000,7000
Dylan Khan,M,672625932,2004-05-19,Sophomore,School of Arts and Sciences,0,1,['BS' 'AH' 'RA'],Apartment,1,1,1,8000-11000,12000
Dustin Hall,M,689951577,2001-05-02,Junior,School of Environmental and Biological Sciences,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000
Kristin Garcia,F,774532707,2004-01-01,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'RA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Miranda Powers,F,534931610,2005-05-15,Junior,School of Arts and Sciences,0,0,['MRS' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Luke Morales,M,306925636,2002-11-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
Marissa Bowman,F,269312613,2000-11-07,Sophomore,School of Arts and Sciences,0,1,['NCA' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
Lisa Cunningham,F,898020175,2004-04-30,Sophomore,School of Arts and Sciences,1,0,['AH' 'RA' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Christina Rivera,F,565999440,2002-12-27,Junior,School of Engineering,0,1,['WS' 'MS' 'JS'],Apartment,1,1,1,8000-11000,12000
Richard Adams,M,561279335,2001-04-06,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Apartment,1,1,0,8000-11000,12000
Cory Acosta,M,205610957,2001-12-26,Senior,School of Environmental and Biological Sciences,0,0,['NCA' 'MS' 'BS'],Apartment,1,1,0,8000-11000,12000
Sherry Ramos,F,844264524,2005-09-14,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'RA'],Apartment,1,0,1,8000-11000,12000
Matthew Morgan,M,803885175,2005-09-17,Freshman,School of Communication and Information,0,0,['RA' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000
Chelsea Brown,F,219807836,2005-05-04,Senior,School of Engineering,0,0,['RA' 'SA' 'TS'],Suite,1,1,1,4000-6000,7000
Austin Clark,M,876006525,2004-04-17,Sophomore,School of Management and Labor Relations,0,0,['BS' 'BH' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Robert Robinson,M,858677134,2001-04-30,Freshman,School of Arts and Sciences,0,0,['WS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000
Heidi Morris,F,500950555,2004-02-19,Sophomore,Mason Gross School of the Arts,1,0,['CS' 'MZH' 'NCA'],Traditional Residence Hall,1,0,1,8000-11000,12000
Pamela White,F,404493123,2005-08-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Erica Hawkins,F,966824404,2000-07-03,Sophomore,School of Engineering,1,0,['MS' 'RA' 'BS'],Apartment,1,1,1,4000-6000,7000
Angela Acosta,F,885682541,2002-03-06,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'SA'],Suite,1,1,0,4000-6000,7000
Emily Erickson DDS,F,683732129,2000-05-21,Freshman,School of Arts and Sciences,0,1,['BS' 'TS' 'AH'],Suite,1,1,1,6000-8000,9000
Christina Nelson MD,F,752819942,2003-01-26,Junior,School of Engineering,0,0,['CS' 'TS' 'AH'],Suite,1,1,1,4000-6000,7000
Maria Chambers,F,255413370,2001-06-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'MRS' 'NCA'],Apartment,1,1,1,6000-8000,9000
Mr. Randy Walker,M,893797815,2004-12-31,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Jeffery Robertson,M,408695522,2003-09-17,Freshman,Mason Gross School of the Arts,0,0,['MH' 'TS' 'RA'],Apartment,1,1,1,8000-11000,12000
Eric Berry,M,631079418,2001-12-21,Sophomore,School of Arts and Sciences,0,1,['MS' 'BH' 'BS'],Suite,1,1,1,6000-8000,9000
Alec Kelly,M,626473245,2004-06-29,Freshman,School of Arts and Sciences,0,1,['SA' 'NCA' 'MZH'],Traditional Residence Hall,1,1,0,6000-8000,9000
Robert Duncan,M,867560449,2004-10-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BH' 'BS'],Apartment,1,0,1,4000-6000,7000
Dale Brown,M,413398635,2002-10-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,7000
Matthew Reid DVM,M,534693745,2000-05-21,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
Ryan Allen,M,532565005,2005-08-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'CS'],Apartment,1,1,1,8000-11000,12000
Jerry Simmons,M,616705617,2004-02-03,Freshman,School of Social Work,0,1,['SA' 'AH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
James Allison,M,779899002,2003-08-27,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000
Carlos Garcia,M,629353925,2001-07-15,Senior,School of Communication and Information,0,0,['BS' 'WS' 'RA'],Apartment,1,1,1,8000-11000,12000
Stephanie Castro,F,129922566,2003-04-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Alexandria Roman,F,188908475,2001-06-16,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,9000
David Gilbert,M,140109618,2000-01-14,Freshman,School of Arts and Sciences,0,1,['WS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000
Connie Velasquez,F,323159134,2002-11-16,Junior,School of Arts and Sciences,0,1,['MH' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Jeanette Frazier,F,684619584,2000-07-16,Sophomore,School of Arts and Sciences,0,0,['SA' 'MS' 'BS'],Apartment,1,1,1,8000-11000,12000
Peter Henderson,M,606311890,2001-03-01,Senior,School of Arts and Sciences,0,0,['RA' 'MS' 'MZH'],Apartment,1,0,1,8000-11000,12000
Tara Carroll,F,891242934,2004-06-27,Senior,School of Social Work,0,1,['SA' 'AH' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Belinda Brown,F,282349480,1999-10-25,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MZH' 'CS'],Apartment,1,1,1,8000-11000,12000
