name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Mr. Michael Powell DDS,M,865243859,2001-10-14,Freshman,School of Arts and Sciences,0,0,['WS' 'CS' 'RA'],Apartment,1,1,1,8000-11000,12000,[244669958]
Cody Waller Jr.,M,225922460,1999-11-23,Junior,School of Communication and Information,0,0,['MRS' 'AH' 'BS'],Apartment,1,1,1,8000-11000,12000,"[620911383, 788605737]"
Karl Green,M,746543491,2005-04-22,Freshman,School of Arts and Sciences,0,1,['CS' 'MZH' 'MS'],Suite,1,1,1,6000-8000,9000,"[679166516, 271153321]"
Katherine Jackson,F,868885122,2000-03-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000,"[956208122, 457366277]"
Ms. Crystal Johnson,F,780082016,2002-09-28,Freshman,School of Arts and Sciences,0,0,['MRS' 'NCA' 'TS'],Apartment,1,1,1,4000-6000,7000,"[944167622, 866318192]"
Cole Reed,M,788605737,2004-11-07,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[620911383]
Timothy Robertson,M,503094009,2002-02-21,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Suite,1,0,1,8000-11000,12000,"[160949178, 303731964]"
Sheri Baker,F,804357368,2001-04-13,Junior,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MZH'],Suite,1,0,1,4000-6000,7000,"[367000993, 468377115]"
Donald Macdonald,M,263176934,2004-06-08,Sophomore,School of Engineering,0,0,['SA' 'RA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[390526351, 700609676]"
Christopher Massey,M,384980223,2001-10-21,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'SA' 'WS'],Suite,1,0,1,4000-6000,7000,"[141565380, 947577575]"
Adrienne Martinez,F,955637350,2004-06-02,Sophomore,Mason Gross School of the Arts,0,0,['BH' 'MZH' 'JS'],Suite,1,1,1,4000-6000,7000,"[782533865, 428407780]"
Julie Russell,F,440741548,2001-12-23,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'BS'],Suite,1,1,1,4000-6000,7000,[267695843]
Samantha Rodriguez,F,616597201,2002-09-13,Freshman,Mason Gross School of the Arts,0,0,['WS' 'SA' 'BS'],Apartment,1,1,1,4000-6000,7000,[984059247]
Melanie Webb,F,535640242,2005-02-20,Sophomore,School of Environmental and Biological Sciences,0,0,['CS' 'JS' 'MZH'],Suite,1,1,1,8000-11000,12000,"[425709020, 968127969]"
Andrew Shannon,M,334044865,2005-09-07,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MRS' 'AH' 'NCA'],Apartment,1,1,0,6000-8000,9000,[202475239]
Ronnie Evans,M,168331990,2001-07-14,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000,[315752284]
Rachel Rodriguez,F,148321595,2005-03-15,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'WS'],Suite,1,1,1,4000-6000,7000,"[210733021, 614520682]"
Andrew Morris,M,760314910,2000-09-07,Sophomore,School of Communication and Information,0,0,['MH' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[396404010, 349585487]"
Jeremy Patrick,M,116386105,1999-11-01,Sophomore,School of Arts and Sciences,0,0,['BS' 'MRS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[797897259]
Stephanie York,F,653548128,2004-09-08,Sophomore,School of Engineering,0,0,['BS' 'NCA' 'CS'],Suite,1,1,1,8000-11000,12000,"[425584647, 623234008]"
Betty Mckenzie,F,748605339,2003-11-27,Sophomore,School of Communication and Information,0,0,['SA' 'MS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[202475239, 334044865]"
Cynthia Green,F,638470573,1999-11-15,Sophomore,School of Engineering,0,0,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[593668231, 577690470]"
Robin Edwards,F,912353567,2001-05-14,Senior,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,0,4000-6000,7000,"[588605310, 817495279]"
Terri Cook,F,472743479,2000-03-22,Sophomore,School of Communication and Information,0,0,['JS' 'AH' 'BS'],Apartment,1,1,1,4000-6000,7000,"[900652629, 830992886]"
Cheryl Waters,F,112069523,2001-12-07,Freshman,School of Communication and Information,0,0,['JS' 'AH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[588237116]
Brian Riggs,M,504044209,2000-01-12,Senior,School of Arts and Sciences,1,0,['SA' 'BS' 'WS'],Apartment,1,1,1,4000-6000,7000,"[875213477, 902235499]"
Stephanie Garcia,F,970611685,2003-10-06,Sophomore,School of Arts and Sciences,0,0,['BH' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000,"[794916999, 416694276]"
David Smith,M,853365875,2000-07-19,Sophomore,School of Arts and Sciences,0,0,['AH' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,7000,"[599540285, 758106865]"
Gabrielle Williams,F,934141637,2000-10-14,Freshman,School of Communication and Information,0,0,['BS' 'TS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[704898782, 532792264]"
Desiree Smith,F,517251476,2003-05-28,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'CS' 'MZH'],Apartment,1,1,0,8000-11000,12000,[505133924]
Heather Washington,F,308806453,2001-11-01,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000,"[528828658, 871005827]"
Michele Wolfe,F,687712271,2003-05-05,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'MS'],Suite,1,1,1,6000-8000,9000,"[833676339, 432983368]"
Joshua Allen,M,597778549,2004-08-20,Freshman,School of Communication and Information,0,0,['JS' 'MS' 'BS'],Apartment,1,1,1,8000-11000,12000,"[135040595, 500873316]"
Jamie Phillips,F,620606936,2001-07-30,Freshman,School of Arts and Sciences,0,0,['MRS' 'WS' 'SA'],Apartment,1,1,1,8000-11000,12000,[462179043]
Scott Christensen,M,364261041,2003-11-02,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'AH' 'MZH'],Suite,1,1,1,8000-11000,12000,"[198182184, 559078926]"
Ashley Greer,F,897130133,2000-10-07,Freshman,School of Management and Labor Relations,1,1,['BH' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,7000,[688134247]
Richard Smith,M,616153008,2005-07-03,Freshman,Mason Gross School of the Arts,1,0,['BS' 'MS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[719341945, 205018220]"
Gregory Strickland,M,284672948,2003-11-05,Senior,School of Communication and Information,0,0,['NCA' 'AH' 'MS'],Apartment,1,0,1,8000-11000,12000,"[884050320, 572888551]"
Regina Hansen,F,118631869,2003-06-20,Freshman,School of Arts and Sciences,0,1,['SA' 'MS' 'AH'],Apartment,1,1,1,8000-11000,12000,"[986420068, 826635682]"
Robin Jones,F,866164125,2004-08-10,Freshman,Mason Gross School of the Arts,0,1,['RA' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[443431178, 308926271]"
Mrs. Gina Robles,F,931911743,2000-05-16,Junior,School of Arts and Sciences,0,0,['BH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[232193330]
Frank English,M,567506101,2005-03-01,Junior,School of Arts and Sciences,0,1,['SA' 'AH' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[439650700, 557095380]"
Wanda Watkins,F,208005770,2000-11-23,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[373511670]
Briana Russell,F,897836464,2000-07-28,Junior,School of Management and Labor Relations,0,0,['NCA' 'WS' 'SA'],Apartment,1,1,1,4000-6000,7000,"[101595244, 966729559]"
Terrence Bass,M,295811889,2001-10-23,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'AH' 'MRS'],Suite,1,1,1,8000-11000,12000,"[386490788, 794396013]"
Kelsey Buck,F,805394878,2002-09-16,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Suite,1,1,1,6000-8000,9000,[868358319]
Stephanie Watkins,F,687817807,2002-03-12,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'CS'],Apartment,1,1,1,4000-6000,7000,"[805542339, 797314527]"
Brenda Rivera,F,962305882,2003-03-13,Freshman,Mason Gross School of the Arts,0,1,['BH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[274715759, 780939175]"
Kellie Brooks,F,189016831,2000-06-14,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'AH'],Suite,1,0,1,6000-8000,9000,[341495801]
Michael Stewart,M,915059482,2004-04-26,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'RA'],Suite,1,0,1,4000-6000,7000,"[555390139, 553903484]"
Erica Tanner,F,346591063,2000-12-21,Freshman,School of Management and Labor Relations,0,0,['SA' 'BH' 'BS'],Apartment,1,1,1,8000-11000,12000,"[414369746, 481706670]"
Michael Morgan,M,568962031,2000-08-06,Freshman,School of Arts and Sciences,0,0,['TS' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[844838408, 886507421]"
Billy Compton,M,607260391,2002-11-23,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000,"[765882584, 604791093]"
Katherine Miller,F,111497685,2003-10-04,Freshman,School of Management and Labor Relations,1,1,['MS' 'BH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[215195148, 336145831]"
Michael Stephens,M,970597607,2002-02-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BH' 'BS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[621844658, 427275280]"
Jordan Rojas,M,330891301,2002-03-04,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[548116679, 550518808]"
Robert Buckley,M,380554710,2005-09-07,Junior,School of Environmental and Biological Sciences,0,1,['BH' 'SA' 'WS'],Suite,1,1,1,4000-6000,7000,"[916142867, 826079798]"
Luis Combs,M,738821164,2000-11-16,Sophomore,School of Environmental and Biological Sciences,0,1,['AH' 'BS' 'RA'],Suite,1,0,1,8000-11000,12000,"[411035583, 271571443]"
Wendy Williams,F,551148447,2003-11-07,Freshman,School of Arts and Sciences,0,0,['NCA' 'AH' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[115146376, 622182385]"
Jared Henson,M,598865901,2002-09-11,Sophomore,School of Arts and Sciences,0,0,['WS' 'CS' 'TS'],Apartment,1,1,0,6000-8000,9000,"[625081818, 231787557]"
Heather Campbell,F,341495801,2005-09-04,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000,"[928654364, 189016831]"
Brianna Robinson,F,106296638,2001-02-03,Sophomore,School of Arts and Sciences,0,0,['RA' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[455322793, 475690576]"
Robert Mayer,M,485853094,2004-05-24,Freshman,School of Management and Labor Relations,0,0,['AH' 'NCA' 'WS'],Apartment,1,1,1,6000-8000,9000,"[272667602, 726969449]"
Craig Duke,M,857259101,2002-01-23,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000,"[263761110, 750422020]"
Andrea Taylor,F,111636397,2004-12-09,Sophomore,School of Arts and Sciences,0,1,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000,"[392090987, 878616993]"
Louis Williams,M,776761069,2002-03-29,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000,[980347725]
Robert Hanson,M,548116679,2003-05-24,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[330891301, 550518808]"
Lisa Warner,F,894430726,2001-02-10,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,7000,"[665920556, 145036445]"
Casey Morris,M,228795012,2003-12-13,Freshman,School of Environmental and Biological Sciences,0,0,['BH' 'CS' 'JS'],Suite,1,1,1,6000-8000,9000,[593762010]
Taylor Martinez,F,495675892,2005-06-10,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'TS' 'BH'],Suite,1,1,1,6000-8000,9000,[950547135]
Donald Hunter,M,973350460,2000-04-25,Sophomore,School of Arts and Sciences,0,0,['SA' 'MH' 'RA'],Apartment,1,1,1,8000-11000,12000,[179623352]
Shawn Lucas,M,231099722,2005-09-10,Freshman,School of Arts and Sciences,0,1,['JS' 'WS' 'MZH'],Suite,1,1,1,4000-6000,7000,"[624484027, 534693745]"
Mary Lutz,F,226967647,2001-01-02,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[404877314, 580425861]"
Tyler Martinez,M,982366026,2000-09-12,Sophomore,School of Arts and Sciences,0,1,['AH' 'BS' 'JS'],Suite,1,1,1,6000-8000,9000,"[439433997, 151217807]"
Justin Fox,M,375163910,2004-09-07,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,"[653935669, 278462154]"
James Reid,M,885840254,2002-01-09,Sophomore,School of Arts and Sciences,0,1,['BS' 'NCA' 'MS'],Suite,1,1,1,6000-8000,9000,[115628919]
Erin Howard,F,822412687,2000-12-18,Junior,School of Management and Labor Relations,0,1,['SA' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000,[802500076]
Melissa Ruiz,F,867090278,2003-05-30,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[150568058, 649806858]"
Kelly Murphy,F,732870796,1999-11-24,Sophomore,School of Arts and Sciences,0,0,['AH' 'MS' 'SA'],Suite,1,1,1,6000-8000,9000,"[575903514, 877786586]"
Marie Hines,F,876496616,1999-10-20,Sophomore,School of Engineering,0,1,['TS' 'BS' 'MH'],Apartment,1,1,0,4000-6000,7000,"[852305641, 433175014]"
Carrie Garcia,F,816843484,2001-10-22,Freshman,School of Arts and Sciences,1,0,['MZH' 'BS' 'TS'],Suite,1,1,1,4000-6000,7000,"[543169362, 884993006]"
Mrs. Donna Brown DVM,F,220677145,2002-12-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,1,0,['MS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000,"[952542679, 690231685]"
Mark Richmond,M,898511029,2002-10-17,Junior,School of Arts and Sciences,0,1,['CS' 'MZH' 'SA'],Suite,1,1,0,8000-11000,12000,"[361856645, 376298427]"
Brett Nielsen,M,473480806,2002-07-10,Junior,Edward J. Bloustein School of Planning and Public Policy,1,1,['MRS' 'MZH' 'MH'],Apartment,1,0,1,8000-11000,12000,[941122497]
Sharon Jordan,F,922709577,2004-08-21,Senior,School of Communication and Information,0,0,['CS' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,9000,[542378868]
Robert Castro,M,395960616,2001-04-25,Freshman,School of Arts and Sciences,0,0,['TS' 'CS' 'BS'],Suite,1,1,1,6000-8000,9000,"[608499142, 604415522]"
Ross Henry,M,618093573,2001-07-20,Junior,Mason Gross School of the Arts,0,1,['BH' 'WS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000,[398934250]
Aaron Flores,M,588605310,2003-04-13,Senior,School of Arts and Sciences,0,0,['TS' 'CS' 'BH'],Suite,1,1,1,8000-11000,12000,"[912353567, 817495279]"
Grant Johnson,M,502127030,2000-07-29,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[595792762]
Rebecca Wilson,F,518841145,2003-06-27,Sophomore,School of Arts and Sciences,0,1,['RA' 'SA' 'NCA'],Suite,1,1,0,4000-6000,7000,[545664153]
Hayden Daniels,M,252843593,2003-08-09,Senior,School of Environmental and Biological Sciences,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000,[143849135]
Dean Williams,M,480692774,2004-01-15,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'WS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[339976495, 134859840]"
Dana Sims,F,381920393,2001-07-02,Freshman,School of Arts and Sciences,0,1,['SA' 'NCA' 'JS'],Suite,1,1,1,8000-11000,12000,"[544942388, 811562106]"
Timothy Clarke,M,615158495,2001-06-22,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'JS' 'MH'],Suite,1,1,1,4000-6000,7000,"[385943600, 100491164]"
Vicki Yoder,F,461848946,2003-08-11,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'NCA' 'AH'],Suite,1,0,1,4000-6000,7000,"[968293389, 388822585]"
Paul Boyer,M,831854620,2002-11-11,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'MRS'],Apartment,1,1,1,4000-6000,7000,"[643075116, 765081342]"
Tina Baker,F,676908746,2000-11-27,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'SA'],Suite,1,1,1,8000-11000,12000,"[518837187, 455440007]"
Donald Andrews,M,299575091,2002-04-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'NCA' 'RA'],Suite,1,1,1,6000-8000,9000,"[532558603, 905352248]"
Melanie Harper,F,239848109,2004-11-28,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000,"[880848328, 873416668]"
Katelyn Lawrence,F,854779360,1999-11-11,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000,"[258898098, 959832440]"
Edward Bailey,M,276596369,2002-08-01,Freshman,Mason Gross School of the Arts,0,0,['BS' 'JS' 'MS'],Suite,1,1,1,8000-11000,12000,"[912509644, 796202929]"
John Luna,M,771972009,2001-03-27,Junior,School of Engineering,0,0,['BS' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000,[774532707]
Danielle Keller,F,990285547,2001-03-03,Senior,School of Arts and Sciences,0,1,['AH' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000,[509743086]
Eric Knight,M,311190554,2002-02-09,Junior,School of Arts and Sciences,0,0,['JS' 'RA' 'BH'],Apartment,1,1,1,6000-8000,9000,"[861315507, 531659482]"
Catherine Jones,F,117141437,2002-02-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'NCA' 'MS'],Suite,1,0,1,6000-8000,9000,"[461625325, 985897233]"
Lance Hall,M,625860346,2002-06-05,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'WS'],Suite,1,1,1,8000-11000,12000,[590138005]
Samuel Scott,M,256871530,2003-09-25,Junior,School of Arts and Sciences,0,0,['MRS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[244660002, 205924206]"
Miranda Coleman,F,970188471,2001-03-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000,[763949000]
Shannon Mullen,F,969109157,2003-09-03,Junior,School of Arts and Sciences,0,0,['NCA' 'WS' 'JS'],Apartment,1,1,1,6000-8000,9000,[522611246]
Jeffrey Acosta,M,816701149,2003-07-09,Freshman,School of Arts and Sciences,0,1,['SA' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,12000,[676199674]
Alex Phillips,M,542378868,2002-12-31,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,"[250145842, 922709577]"
Anna Small,F,162846358,2004-10-22,Junior,School of Engineering,0,0,['BS' 'MH' 'SA'],Traditional Residence Hall,1,1,0,8000-11000,12000,"[811312761, 901253028]"
Daniel Sloan,M,689719480,2002-05-18,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,"[134397258, 745411278]"
Gary Morales,M,557095380,2000-11-08,Freshman,School of Arts and Sciences,0,1,['MH' 'AH' 'SA'],Apartment,1,0,0,4000-6000,7000,[567506101]
Justin Johnson,M,886080047,2000-04-21,Freshman,Mason Gross School of the Arts,0,0,['MS' 'BS' 'MZH'],Apartment,1,1,1,6000-8000,9000,"[788981710, 893229726]"
Christine Morris,F,766979793,2005-05-05,Freshman,School of Engineering,0,0,['NCA' 'BS' 'CS'],Apartment,1,1,1,4000-6000,7000,"[335152345, 711643721]"
Melissa Gray,F,127658582,2004-06-15,Junior,School of Arts and Sciences,0,1,['BH' 'MZH' 'BS'],Suite,1,1,0,8000-11000,12000,"[169909871, 445187201]"
Samantha Pope,F,116931209,2000-08-19,Sophomore,School of Engineering,0,1,['MZH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000,[855322855]
Zachary Jackson,M,689315344,2000-11-09,Junior,School of Arts and Sciences,0,0,['BS' 'TS' 'AH'],Apartment,1,1,1,8000-11000,12000,[423801743]
Kyle Bullock,M,875817907,2000-12-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'JS' 'BH'],Suite,1,0,1,8000-11000,12000,"[758909893, 167213316]"
Audrey Valdez,F,330996715,2004-01-07,Freshman,School of Social Work,0,1,['BH' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000,[417218027]
Timothy Scott,M,461036961,2000-07-17,Sophomore,School of Arts and Sciences,0,1,['WS' 'SA' 'TS'],Suite,1,1,1,4000-6000,7000,"[725611979, 316301884]"
Edwin Sanchez,M,339633364,2001-01-18,Sophomore,School of Arts and Sciences,0,0,['MS' 'JS' 'BS'],Suite,1,1,0,8000-11000,12000,[663157188]
Vanessa Carlson,F,547731328,2001-12-02,Sophomore,School of Arts and Sciences,0,1,['MS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000,[464257634]
Mitchell Castro,M,214797702,2004-03-05,Sophomore,School of Arts and Sciences,0,1,['TS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,"[191588556, 238072123]"
Veronica Snyder,F,619619714,2001-07-25,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[119907750, 633205221]"
Chad Rich,M,765674768,2003-08-26,Sophomore,School of Arts and Sciences,0,1,['BH' 'BS' 'SA'],Apartment,1,1,1,6000-8000,9000,"[963894960, 975776390]"
William Stewart,M,476114076,2004-05-29,Freshman,School of Arts and Sciences,0,1,['RA' 'BH' 'BS'],Suite,1,1,1,8000-11000,12000,"[235297338, 368573664]"
Edward Cannon,M,571549774,2002-11-26,Sophomore,School of Engineering,0,0,['RA' 'NCA' 'CS'],Traditional Residence Hall,1,1,0,6000-8000,9000,[113193882]
Melissa Aguilar,F,794396013,2003-04-06,Sophomore,School of Arts and Sciences,0,0,['MRS' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[295811889]
Jessica Richardson,F,524619804,2000-02-12,Freshman,School of Engineering,0,0,['MS' 'RA' 'BS'],Suite,1,0,1,6000-8000,9000,[585011662]
Alexa Armstrong,F,145361776,1999-10-13,Sophomore,School of Management and Labor Relations,0,0,['JS' 'SA' 'MS'],Suite,1,1,1,4000-6000,7000,"[566129749, 778694073]"
Steven Hobbs,M,719155534,2004-03-20,Sophomore,School of Arts and Sciences,0,1,['BS' 'NCA' 'TS'],Apartment,1,1,1,8000-11000,12000,"[678031376, 765286737]"
Shane Grimes,M,245373152,2004-10-23,Junior,Mason Gross School of the Arts,0,0,['RA' 'MS' 'MZH'],Apartment,1,1,1,8000-11000,12000,"[524851354, 382933461]"
